,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_10m,45_of_Earned_max_10m,100_of_Earned_upto_45_Gross_max_10m,NAME,STATE,NAICS,NTEEFINAL
191887,596152272,201809,496960,50755,598835,309138,708932,2019-990,319019.4,22839.75,50755.0,ORMOND MEMORIAL ART MUSEUM INC,FL,712110.0,A50
191888,596152272,201809,496960,50755,598835,309138,708932,2019-990,319019.4,22839.75,50755.0,ORMOND MEMORIAL ART MUSEUM INC,FL,712110.0,A50
191909,311165154,201809,792346,31703,976166,981111,976166,2019-990,439274.7,14266.35,31703.0,RED WHITE AND BOOM INC,OH,712120.0,A84
191919,593406946,201809,0,0,37174,37304,37174,2019-990,16728.3,0.0,0.0,FLORIDA AQUARIUM FOUNDATION INC,FL,712130.0,D50
191965,591005484,201809,122140,28236,241530,144765,289693,2019-990,130361.85,12706.2,28236.0,PIONEER FLORIDA MUSEUM ASSOCIATION INCORPORATED,FL,712110.0,A54
191979,610444823,201809,3329593,1058625,7472754,13130834,14291450,2019-990,6431152.5,476381.25,1058625.0,J B SPEED ART MUSEUM,KY,712110.0,A51
192010,510244501,201905,0,273933,286412,200547,288082,2019-990,129636.90000000001,123269.85,129636.90000000001,QUESTERS INC,PA,712120.0,A82
192014,510065746,201812,4834176,377215,6183142,5946862,8909021,2019-990,4009059.45,169746.75,377215.0,DELAWARE ART MUSEUM,DE,712110.0,A51
192017,231676660,201903,133411,0,176650,101596,185688,2019-990,83559.6,0.0,0.0,NEWTOWN HISTORIC ASSOCIATION,PA,712120.0,A80
192021,592807815,201809,2025782,15542863,20611500,20108340,24945582,2019-990,10000000.0,6994288.350000001,10000000.0,FLORIDA AQUARIUM INC,FL,712130.0,D50
192079,237207278,201809,532623,0,579811,340302,596190,2019-990,268285.5,0.0,0.0,DUNEDIN MUSEUM INC,FL,712120.0,A82
192095,741546326,201809,209199,311035,683004,717960,746314,2019-990,335841.3,139965.75,311035.0,SOUTH TEXAS ZOOLOGICAL SOCIETY,TX,712130.0,D50
192213,751317961,201809,339070,620932,1184088,1348723,1308945,2019-990,589025.25,279419.4,589025.25,HEARD NATURAL SCIENCE MUSEUM AND WILDLIFE SANCTUARY INC,TX,712110.0,A56
192252,382614561,201809,1169680,1192333,3066070,2743111,3549085,2019-990,1597088.25,536549.85,1192333.0,MOTOWN HISTORICAL MUSEUM INC,MI,712110.0,A54
192264,752559624,201812,14969,51199,91469,89497,103266,2019-990,46469.700000000004,23039.55,46469.700000000004,ODEON PRESERVATION ASSOCIATION INC,TX,712120.0,A82
192298,590968005,201809,4742907,641866,5586943,5359081,5723411,2019-990,2575534.95,288839.7,641866.0,HISTORICAL ASSOCIATION OF SOUTHERN FLORIDA INC,FL,712110.0,A54
192303,636049847,201809,942578,227733,1814218,3445561,3716497,2019-990,1672423.6500000001,102479.85,227733.0,MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION,AL,712110.0,A51
192313,330329894,201812,226903,1970,231506,162504,231506,2019-990,104177.7,886.5,1970.0,VOLCAN MOUNTAIN FOUNDATION,CA,712120.0,A82
192322,742847358,201809,379774,0,408839,288000,483599,2019-990,217619.55000000002,0.0,0.0,FRIENDS OF THE WILDLIFE CORRIDOR,TX,712120.0,A82
192346,640734103,201809,1355271,427287,1905095,3642936,1905095,2019-990,857292.75,192279.15,427287.0,JACKSON ZOOLOGICAL SOCIETY INC,MS,712130.0,D50
192368,237381841,201812,92402,89277,183705,174783,183705,2019-990,82667.25,40174.65,82667.25,LECOMPTON HISTORICAL SOCIETY,KS,712120.0,A82
192408,66040897,201812,0,29376,185022,161051,185022,2019-990,83259.90000000001,13219.2,29376.0,ORDER SONS OF HERMANN OF THE STATE OF CONNECTICUT,CT,712120.0,A80
192416,251371578,201812,72093,28636,115252,152551,120272,2019-990,54122.4,12886.2,28636.0,WASHINGTON COUNTY HISTORICAL SOCIETY,PA,712120.0,A80
192456,50468098,201809,123257,14784,161637,120574,174709,2019-990,78619.05,6652.8,14784.0,WESTERLY ARMORY RESTORATION,RI,712120.0,A80
192459,581568588,201904,14024,2266,13454,43105,41659,2019-990,18746.55,1019.7,2266.0,THE LEWIS COUNTY HISTORICAL SOCIETY INC,TN,712120.0,A82
192470,135563011,201809,484849,190762,1478844,1231763,1932340,2019-990,869553.0,85842.90000000001,190762.0,SONS OF THE REVOLUTION IN THE STATE OF NEW YORK INC,NY,712120.0,A80
192472,411785165,201809,48396,4021,97806,77187,403190,2019-990,181435.5,1809.45,4021.0,WEST CONCORD HISTORICAL SOCIETY,MN,712120.0,A82
192486,311609803,201903,189384,13956,230600,1049043,230600,2019-990,103770.0,6280.2,13956.0,WOODLANDS TRUST FOR HISTORIC PRESERVATION,PA,712120.0,A82
192579,237054735,201903,124807,3091,137484,113979,137484,2019-990,61867.8,1390.95,3091.0,FRIENDS OF HISTORIC KINGSTON,NY,712120.0,A80
192697,411290261,201812,55441,0,23933,0,218800,2019-990,98460.0,0.0,0.0,WOODBURY DAYS COUNCIL,MN,712120.0,A84
192737,270505853,201809,1222417,0,1278683,1270966,1288876,2019-990,579994.2000000001,0.0,0.0,FRIENDS OF FLIGHT 93 NATIONAL MEMORIAL INC,PA,712120.0,A80
192741,46006789,201903,162098,24794,337669,337203,1658570,2019-990,746356.5,11157.300000000001,24794.0,NICHOLS HOUSE MUSEUM INC,MA,712110.0,A54
192786,416038553,201812,242444,369162,654671,695008,1083232,2019-990,487454.4,166122.9,369162.0,HISTORICAL AND CULTURAL SOCIETY OF CLAY COUNTY,MN,712110.0,A54
192906,431356677,201809,1203217,52523,1287407,1373153,1362042,2019-990,612918.9,23635.350000000002,52523.0,KANSAS CITY COMMUNITY GARDENS INC,MO,712130.0,C40
192965,631259625,201809,310,122689,219118,254170,288334,2019-990,129750.3,55210.05,122689.0,HELEN KELLER BIRTHPLACE FOUNDATION INC,AL,712120.0,A80
193002,931315142,201812,26198,245486,282442,259863,286683,2019-990,129007.35,110468.7,129007.35,ANTIQUE POWERLAND MUSEUM ASSOCIATION INC,OR,712110.0,A50
193038,371157759,201903,8416,0,40012,17292,60482,2019-990,27216.9,0.0,0.0,RICHLAND HERITAGE MUSEUM FOUNDATION,IL,712110.0,A50
193050,462902346,201812,66583,0,280127,343923,303011,2019-990,136354.95,0.0,0.0,SONGS4SOLDIERS NFP,IL,712120.0,A80
193056,112368016,201809,283386,126798,327389,391945,580442,2019-990,261198.9,57059.1,126798.0,GALLERY NORTH INC,NY,712110.0,A51
193060,376028448,201812,160515,270141,441431,413959,441431,2019-990,198643.95,121563.45,198643.95,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,IL,712120.0,A80
193071,208717874,201812,98673,2731,101976,192452,101976,2019-990,45889.200000000004,1228.95,2731.0,SCHWEIGER RANCH FOUNDATION,CO,712120.0,A80
193098,820330889,201809,36674,0,105708,121091,105708,2019-990,47568.6,0.0,0.0,OWYHEE COUNTY HISTORICAL SOCIETY INC,ID,712120.0,A82
193140,592326836,201809,407687,0,438702,355239,475951,2019-990,214177.95,0.0,0.0,CITRUS COUNTY HISTORICAL SOCIETY INC,FL,712120.0,A82
193144,951942930,201809,4633816,84362,4984469,1974624,5033034,2019-990,2264865.3000000003,37962.9,84362.0,MUSEUM OF VENTURA COUNTY,CA,712110.0,A54
193157,510203806,201812,27450,3431,39111,47090,42466,2019-990,19109.7,1543.95,3431.0,BONNIEBROOK HISTORICAL SOCIETY INC,MO,712120.0,A82
193159,590854960,201809,7208592,13854491,23136055,36520013,23550637,2019-990,10000000.0,6234520.95,10000000.0,MUSEUM OF SCIENCE INC,FL,712110.0,A57
193161,591763307,201809,37711,487078,804709,639867,888093,2019-990,399641.85000000003,219185.1,399641.85000000003,DON GARLITS MUSEUM OF DRAG RACING INC,FL,712110.0,A54
193215,341440913,201809,125260,192339,831889,587014,1187679,2019-990,534455.55,86552.55,192339.0,DENNISON RAILROAD DEPOT MUSEUM INC,OH,712110.0,A50
193240,351808543,201812,904,125438,236568,295921,266988,2019-990,120144.6,56447.1,120144.6,OWEN COUNTY PRESERVATIONS INC,IN,712120.0,A80
193311,742096498,201809,280952,32853,351908,332569,351908,2019-990,158358.6,14783.85,32853.0,WEBB COUNTY HERITAGE FOUNDATION INC,TX,712120.0,A80
193330,592899571,201809,93704,153103,251649,282252,265372,2019-990,119417.40000000001,68896.35,119417.40000000001,PIER AQUARIUM INC,FL,712130.0,D50
193401,426097912,201809,1711270,4917013,6960663,7563562,8070993,2019-990,3631946.85,2212655.85,3631946.85,SCIENCE CENTER OF IOWA,IA,712110.0,A57
193428,810879750,201812,228452,0,228452,29215,228452,2019-990,102803.40000000001,0.0,0.0,DOOLITTLES STATION,PA,712110.0,A50
193457,237029065,201812,191280,2310319,2781239,2436550,2863882,2019-990,1288746.9000000001,1039643.55,1288746.9000000001,INDIANA RAILWAY MUSEUM INC,IN,712110.0,A54
193487,650054259,201812,14027,51691,67380,109838,79166,2019-990,35624.700000000004,23260.95,35624.700000000004,FRIENDS OF KORESHAN STATE HISTORIC SITE INC,FL,712120.0,A80
193528,471711491,201809,3431673,3871247,9525378,10221770,10818206,2019-990,4868192.7,1742061.1500000001,3871247.0,VIZCAYA MUSEUM AND GARDENS TRUST INC,FL,712110.0,A50
193572,222825570,201809,144386,28450,375551,552913,739937,2019-990,332971.65,12802.5,28450.0,ONEIDA COMMUNITY MANSION HOUSE,NY,712120.0,A80
193638,311558627,201812,4821,19979,221616,166017,2361158,2019-990,1062521.1,8990.550000000001,19979.0,BELL COUNTY FAIR AND EXHIBITION BOARD INC,KY,712110.0,A54
193758,474444959,201812,1524500,1900,1526400,10208,1526400,2019-990,686880.0,855.0,1900.0,CHEYENNE FRONTIER DAYS FOUNDATION INC,WY,712120.0,A84
193759,830297781,201812,0,14999593,15490996,14032503,19277510,2019-990,8674879.5,6749816.850000001,8674879.5,CHEYENNE FRONTIER DAYS INC,WY,712120.0,A84
193843,133389566,201812,644523,9434,712883,754932,1115171,2019-990,501826.95,4245.3,9434.0,THE HISTORIC DISTRICTS COUNCIL INC,NY,712120.0,A82
193849,221739205,201812,260360,217841,530981,680812,1504139,2019-990,676862.55,98028.45,217841.0,MONMOUTH MUSEUM AND CULTURAL CENTER,NJ,712110.0,A50
193868,521259221,201903,133075,0,134785,8496,134785,2019-990,60653.25,0.0,0.0,WADSWORTH-SULGRAVE HISTORIC PRESERVATION FOUNDATION,DC,712120.0,A82
193870,630825743,201812,71112,0,58806,35065,128190,2019-990,57685.5,0.0,0.0,AUTAUGA COUNTY HERITAGE ASSOCIATION,AL,712120.0,A82
193930,10055140,201906,0,0,39631,14085,39788,2019-990,17904.600000000002,0.0,0.0,HALLOWELL CENTENNIAL BURIAL GROUND ASSN INC,ME,712120.0,A84
193957,396075872,201904,70043,0,90715,82690,90715,2019-990,40821.75,0.0,0.0,NEENAH HISTORICAL SOCIETY,WI,712120.0,A82
194027,760154705,201809,0,1027054,1069019,1061960,1099637,2019-990,494836.65,462174.3,494836.65,COLONEL MUSEUM INC,TX,712110.0,A54
194031,810411290,201809,192186,491448,1048148,1149356,1213020,2019-990,545859.0,221151.6,491448.0,ZOOMONTANA INC,MT,712130.0,D50
194039,592085261,201809,1531028,60462,1656045,1676416,1656045,2019-990,745220.25,27207.9,60462.0,MUSEUM OF CONTEMPORARY ART INC,FL,712110.0,A51
194128,741978227,201812,193704,31407,375705,338347,492517,2019-990,221632.65,14133.15,31407.0,SOPHIENBURG MEMORIAL ASSOCIATION,TX,712110.0,A54
194173,742957096,201812,142295,0,144903,115034,149474,2019-990,67263.3,0.0,0.0,THE CZECH HERITAGE MUSEUM AND GENEALOGY CENTER,TX,712110.0,A54
194186,561924997,201809,1250,1328,46558,27686,211595,2019-990,95217.75,597.6,1328.0,NORTH CAROLINA TRAPSHOOTERS HALL OF FAME INC,NC,712110.0,A50
194197,455337441,201812,349640,307207,760564,739822,791031,2019-990,355963.95,138243.15,307207.0,MCAULIFFE-SHEPARD DISCOVERY CENTER CORPORATION,NH,712110.0,A52
194294,263038383,201809,225679,0,225679,226351,225679,2019-990,101555.55,0.0,0.0,GULLAH-GEECHEE CULTURAL HERITAGE CORRIDOR COMMISSION,SC,712120.0,A80
194319,592657399,201809,1688784,2053026,3914645,4005328,3914645,2019-990,1761590.25,923861.7000000001,1761590.25,MUSEUM OF SCIENCE AND INDUSTRY INC,FL,712110.0,A50
194374,391017647,201812,2639532,47387,2667786,2013008,2822685,2019-990,1270208.25,21324.15,47387.0,MUSEUM OF WISCONSIN ART INC,WI,712110.0,A54
194406,680011939,201812,149358,66935,361698,317587,446346,2019-990,200855.7,30120.75,66935.0,BOLINAS MUSEUM,CA,712110.0,A50
194414,208742654,201903,15291,0,15291,2918,15291,2019-990,6880.95,0.0,0.0,NATIONAL COMMITTEE TO PRESERVE SOCIAL SECURITY&MEDICARE FNDN,DC,712120.0,A82
194573,311028870,201812,64652,135218,353758,170464,459079,2019-990,206585.55000000002,60848.1,135218.0,THE AVIATION MUSEUM OF KENTUCKY INC,KY,712110.0,A54
194662,237029776,201812,604621,71373,1977511,501551,7245682,2019-990,3260556.9,32117.850000000002,71373.0,MUSEUM OF EARLY TRADES AND CRAFTS,NJ,712110.0,A54
194685,590993499,201809,447025,92352,677224,625747,890908,2019-990,400908.60000000003,41558.4,92352.0,FORT LAUDERDALE HISTORICAL SOCIETY INC,FL,712120.0,A82
194710,521513535,201812,4718524,156757,4966618,4104654,5040690,2019-990,2268310.5,70540.65000000001,156757.0,WOMEN IN MILITARY SERVICE FOR AMERICA MEMORIAL FOUNDATION INC,VA,712120.0,A80
194715,590660461,201809,728706,1295487,2293221,2024991,2493409,2019-990,1122034.05,582969.15,1122034.05,KEY WEST ART & HISTORICAL SOCIETY INC,FL,712120.0,A82
194746,166094785,201809,575479,279807,898719,864109,945490,2019-990,425470.5,125913.15000000001,279807.0,THEODORE ROOSEVELT INAUGURAL SITE FOUNDATION,NY,712120.0,A80
194897,222720927,201812,5070447,685870,5650241,4732549,6084574,2019-990,2738058.3000000003,308641.5,685870.0,BUFFALO OLMSTED PARKS CONSERVANCY INC,NY,712120.0,A82
194931,931012190,201812,67067,2000,126008,202808,126008,2019-990,56703.6,900.0,2000.0,PACIFIC NORTHWEST TRUCK MUSEUM,OR,712110.0,A54
194938,940661410,201809,0,0,789989,440754,2022091,2019-990,909940.9500000001,0.0,0.0,ACACIA MEMORIAL PARK ASSOC OF MODESTO,CA,712120.0,A80
194940,237270158,201809,185935,307,202403,128085,486841,2019-990,219078.45,138.15,307.0,WESTPORT HISTORICAL SOCIETY INC,MA,712120.0,A82
194942,270077412,201809,421090,160616,725426,881646,806434,2019-990,362895.3,72277.2,160616.0,CORAL GABLES MUSEUM CORPORATION,FL,712110.0,A50
195066,480627347,201812,81325,91937,218307,297924,815349,2019-990,366907.05,41371.65,91937.0,FORT LARNED HISTORICAL SOCIETY INC,KS,712120.0,A82
195155,237246859,201906,3687,0,4155,2279,4155,2019-990,1869.75,0.0,0.0,EL MONTE HISTORICAL SOCIETY,CA,712120.0,A82
195187,946115373,201809,167351,198388,1238024,845256,1994100,2019-990,897345.0,89274.6,198388.0,BAY AREA ELECTRIC RAILWAY ASSOCIATION,CA,712110.0,A54
195205,941684694,201812,556300,0,558432,433653,558432,2019-990,251294.4,0.0,0.0,USA WATER SKI FOUNDATION INC,FL,712110.0,A50
195231,753079169,201812,172271,30996,205238,148289,209737,2019-990,94381.65000000001,13948.2,30996.0,SANTA MONICA CONSERVANCY,CA,712120.0,A80
195234,216008076,201812,305773,33407,472714,415502,472714,2019-990,212721.30000000002,15033.15,33407.0,CAMDEN COUNTY HISTORICAL SOCIETY,NJ,712120.0,A82
195253,311627155,201812,789755,3325207,6624844,6179821,10201985,2019-990,4590893.25,1496343.1500000001,3325207.0,EASTERN STATE PENITENTIARY HISTORIC SITE INC,PA,712120.0,A82
195256,46111749,201905,45316,0,48694,52743,48694,2019-990,21912.3,0.0,0.0,WING FAMILY OF AMERICA INC,MA,712110.0,A54
195265,510185873,201812,102342,29934,146638,176427,149538,2019-990,67292.1,13470.300000000001,29934.0,ESSEX HISTORICAL SOCIETY & SHIPBUILDING MUSEUM INC,MA,712120.0,A82
195279,931296840,201812,671561,1342768,2355119,2216496,2659185,2019-990,1196633.25,604245.6,1196633.25,PORTLAND CLASSICAL CHINESE GARDEN,OR,712130.0,C41
195280,750991727,201809,19653928,14014944,32664385,23187534,43642198,2019-990,10000000.0,6306724.8,10000000.0,FORT WORTH ZOOLOGICAL ASSOCIATION INC,TX,712130.0,D50
195298,222572864,201812,594666,0,707418,323588,1055440,2019-990,474948.0,0.0,0.0,MONHEGAN HISTORIAL & CULTURAL MUSEUM ASSOCIATION,ME,712110.0,A54
195323,156024641,201812,53029,0,53029,42502,53029,2019-990,23863.05,0.0,0.0,OSWEGO HISTORICAL SOCIETY,NY,712120.0,A82
195398,341831168,201809,65223,0,85158,281477,283005,2019-990,127352.25,0.0,0.0,WOODLAWN CEMETERY HISTORICAL ASSOCIATION INC,OH,712120.0,A82
195407,314190342,201903,0,1221670,1468883,1498217,4044968,2019-990,1820235.6,549751.5,1221670.0,GLEN REST MEMORIAL ESTATE,OH,712120.0,A80
195460,66047092,201903,37175,1125,53486,97159,73393,2019-990,33026.85,506.25,1125.0,MIDDLESEX COUNTY HISTORICAL SOCIETY,CT,712120.0,A82
195481,561659434,201812,93200,21053,114253,121567,114253,2019-990,51413.85,9473.85,21053.0,SILAS ALEXANDER SHARPE FOUNDATION INC,NC,712120.0,A80
195531,680148964,201812,189664,0,287637,295541,306871,2019-990,138091.95,0.0,0.0,MOUNTAIN AREA PRESERVATION FOUNDATION,CA,712120.0,A82
195563,43681370,201812,77152,0,77180,81615,87393,2019-990,39326.85,0.0,0.0,B J PALMER HISTORIC HOME FOUNDATION INC,GA,712120.0,A82
195585,592207143,201809,571162,953856,2178183,1263392,2414695,2019-990,1086612.75,429235.2,953856.0,MEL FISHER MARITIME HERITAGE SOCIETY INC,FL,712110.0,A54
195669,141401793,201903,419250,0,782770,759422,1976694,2019-990,889512.3,0.0,0.0,SCHENECTADY COUNTY HISTORICAL,NY,712120.0,A82
195674,222804012,201812,40217,0,131688,119515,169570,2019-990,76306.5,0.0,0.0,BROWN JAMES BUCK MEMORIAL ASSOCIATION INC,MA,712120.0,A80
195718,541047175,201812,1335923,147537,1514327,460191,1514327,2019-990,681447.15,66391.65000000001,147537.0,BELLE GROVE INC,VA,712120.0,A82
195720,474011379,201812,0,0,188236,3247,868212,2019-990,390695.4,0.0,0.0,MILLENNIUM FOUNDATIION,WA,712120.0,A80
195769,566072013,201809,117149,0,126276,74375,126973,2019-990,57137.85,0.0,0.0,WAKE FOREST COLLEGE BIRTHPLACE SOCIETY INC,NC,712120.0,A82
195793,521309391,201809,132151005,0,148716295,121555722,191813584,2019-990,10000000.0,0.0,0.0,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,DC,712110.0,A54
195921,521121163,201812,8534371,36466107,47658956,51456166,47679888,2019-990,10000000.0,10000000.0,10000000.0,NATIONAL AQUARIUM INC,MD,712130.0,D50
195923,366084790,201904,4730,63393,155762,102810,208798,2019-990,93959.1,28526.850000000002,63393.0,NATIONAL SOCIETY OF COLONIAL DAMES OF AMERICA IN THE STATE OF ILL,IL,712120.0,A80
195938,591319010,201809,7875257,9218429,21583313,20752359,24547020,2019-990,10000000.0,4148293.0500000003,9218429.0,JACKSONVILLE ZOOLOGICAL SOCIETY INC,FL,712130.0,D50
195965,201273813,201812,60715,63826,249760,233567,1405175,2019-990,632328.75,28721.7,63826.0,MCDANIEL-TICHENOR HOUSE INC,GA,712120.0,A80
196001,521600878,201812,427860,164710,674825,758789,916532,2019-990,412439.4,74119.5,164710.0,PROJECT LIBERTY SHIP INC,MD,712110.0,A50
196009,10379498,201812,45534,3141,53247,83493,57079,2019-990,25685.55,1413.45,3141.0,STANLEY MUSEUM INC,ME,712110.0,A50
196049,262577903,201809,0,0,133010,19186,617690,2019-990,277960.5,0.0,0.0,BURRITT MUSEUM FOUNDATION INC,AL,712110.0,A50
196088,166180764,201809,18301,16780,57061,33919,78051,2019-990,35122.950000000004,7551.0,16780.0,LANDMARKS SOCIETY OF GREATER UTICA INC,NY,712120.0,A82
196092,311047849,201809,469330,47553,672290,486896,729202,2019-990,328140.9,21398.850000000002,47553.0,AMERICAN MOTORCYCLE HERITAGE FOUNDATION,OH,712110.0,A50
196144,510207577,201812,41757,574434,617957,607766,617957,2019-990,278080.65,258495.30000000002,278080.65,LEAGUE OF HISTORIC AMERICAN THEATRES,MD,712120.0,A80
196161,311717127,201903,58600,0,111272,323660,711272,2019-990,320072.4,0.0,0.0,SEARS HOUSE ASSOCIATION INC,MA,712120.0,A80
196167,593733512,201903,416273,26521,455475,492979,468251,2019-990,210712.95,11934.45,26521.0,LEEPA RATTNER MUSEUM OF ART INC,FL,712110.0,A51
196189,520609575,201809,413452,29492,862696,854365,886969,2019-990,399136.05,13271.4,29492.0,SOCIETY FOR THE PRESERVATION OF MARYLAND ANTIQUITIES,MD,712120.0,A82
196199,630868992,201809,1110142,341933,1825647,1640017,2009761,2019-990,904392.4500000001,153869.85,341933.0,BURRITT MUSEUM ASSOCIATION INC,AL,712110.0,A54
196213,237113874,201812,117658,18332,232437,320909,246898,2019-990,111104.1,8249.4,18332.0,WILKES HERITAGE MUSEUM INCORPORATED,NC,712120.0,A82
196215,237004720,201812,18417,0,53873,67203,60958,2019-990,27431.100000000002,0.0,0.0,WEST BATON ROUGE HISTORICAL ASSOCIATION,LA,712120.0,A80
196250,620840267,201812,148850,225755,486410,595010,512199,2019-990,230489.55000000002,101589.75,225755.0,HISTORIC RUGBY INC,TN,712120.0,A80
196262,811207692,201812,9544,73025,92203,140838,92203,2019-990,41491.35,32861.25,41491.35,CLAREMORE MUSEUM OF HISTORY INC,OK,712110.0,A50
196304,916015872,201812,292505,78868,411354,226526,411354,2019-990,185109.30000000002,35490.6,78868.0,CHELAN COUNTY HISTORICAL SOCIETY,WA,712120.0,A82
196382,232698291,201812,50775,0,120718,122373,284059,2019-990,127826.55,0.0,0.0,MANHEIM HISTORICAL SOCIETY,PA,712120.0,A82
196422,421573321,201812,623188,538031,1161314,2251533,1161314,2019-990,522591.3,242113.95,522591.3,OGDEN PIONEER HERITAGE FOUNDATION A NONPROFIT CORPORATION,UT,712120.0,A82
196448,223947459,201812,216372,6348,236646,138299,240461,2019-990,108207.45,2856.6,6348.0,MONETT HISTORICAL SOCIETY,MO,712120.0,A82
196471,800518390,201809,0,3941628,4096207,3619579,4096207,2019-990,1843293.1500000001,1773732.6,1843293.1500000001,HOBART PRESERVATION FOUNDATION,CA,712120.0,A80
196498,50622320,201812,320738,806672,1121252,856521,1170926,2019-990,526916.7000000001,363002.4,526916.7000000001,LUXEMBOURG AMERICAN CULTURAL SOCIETY INC,WI,712110.0,A54
196516,756036999,201812,794916,118536,1088283,443673,1616407,2019-990,727383.15,53341.200000000004,118536.0,MUSEUM OF THE AMERICAN RAILROAD,TX,712120.0,A82
196580,472465341,201812,919256,0,724181,197550,919256,2019-990,413665.2,0.0,0.0,ARMENIAN AMERICAN MUSEUM AND CULTURAL CENTER OF CALIFORNIA,CA,712110.0,A50
196623,596019851,201809,12189017,1287443,13923409,5601857,16496032,2019-990,7423214.4,579349.35,1287443.0,BOCA RATON MUSEUM OF ART INC,FL,712110.0,A51
196718,431724799,201906,62932,46955,114370,145419,128570,2019-990,57856.5,21129.75,46955.0,FRIENDS OF THE FARRIS INC,MO,712120.0,A80
196853,356031419,201812,1868992,61576,2014968,496520,2060087,2019-990,927039.15,27709.2,61576.0,EVANSVILLE ZOOLOGICAL SOCIETY INC,IN,712130.0,D50
196861,536001666,201809,189469971,290127,277316441,199390648,578205356,2019-990,10000000.0,130557.15000000001,290127.0,NATIONAL GALLERY OF ART,MD,712110.0,A51
196866,381367319,201812,1931485,162958,2114258,2079832,2149433,2019-990,967244.85,73331.1,162958.0,MUSKEGON COUNTY MUSEUM,MI,712110.0,A54
196975,366212000,201812,20578,6799,60901,70294,108925,2019-990,49016.25,3059.55,6799.0,BIGFORK MUSEUM OF ART & HISTORY,MT,712110.0,A50
197117,43133373,201812,34104,14219,54380,34056,63733,2019-990,28679.850000000002,6398.55,14219.0,SHELBURNE FALLS TROLLEY MUSEUM INC,MA,712110.0,A54
197146,236289920,201812,35132,16504,138678,104993,174627,2019-990,78582.15000000001,7426.8,16504.0,LITITZ HISTORICAL FOUNDATION INC,PA,712120.0,A82
197164,521050999,201809,3798747,3770478,8508114,8124791,9268295,2019-990,4170732.75,1696715.1,3770478.0,NATIONAL BUILDING MUSEUM,DC,712110.0,A54
197174,223063346,201812,406019,173186,648398,679283,732178,2019-990,329480.10000000003,77933.7,173186.0,BARNEGAT BAY DECOY & BAYMENS MUSEUM,NJ,712110.0,A50
197213,816033295,201812,194493,37913,256508,265072,260826,2019-990,117371.7,17060.850000000002,37913.0,BIG HORN COUNTY HISTORICAL SOCIETY,MT,712120.0,A82
197238,591022050,201812,2003705,738414,4174285,3932607,16636858,2019-990,7486586.100000001,332286.3,738414.0,MUSEUM OF ARTS & SCIENCES,FL,712110.0,A50
197273,636050611,201812,78870,0,134312,74735,134312,2019-990,60440.4,0.0,0.0,BIRMINGHAM HISTORICAL SOCIETY,AL,712120.0,A82
197304,200356785,201812,193690,0,193690,128342,193690,2019-990,87160.5,0.0,0.0,KOREAN NATIONAL ASSOCIATION MEMORIAL FOUNDATION,CA,712120.0,A80
197343,596652019,201812,234330,78453,324859,339028,336801,2019-990,151560.45,35303.85,78453.0,THE CHILDRENS MUSEUM INC,FL,712110.0,A52
197398,360745260,201905,0,125,378691,361458,456651,2019-990,205492.95,56.25,125.0,ARLINGTON MEMORIAL PARK ASSOCIATION,IL,712120.0,A80
197410,462977395,201812,272066,0,285282,179694,304793,2019-990,137156.85,0.0,0.0,BELLEFONTE ART MUSEUM FOR CENTRE COUNTY,PA,712110.0,A50
197426,160794131,201812,4763651,1786380,8158599,7787241,14978555,2019-990,6740349.75,803871.0,1786380.0,ROCHESTER MUSEUM AND SCIENCE CENTER,NY,712110.0,A56
197480,10282853,201812,112597,18730,165740,121731,176928,2019-990,79617.6,8428.5,18730.0,BANGOR HISTORICAL SOCIETY,ME,712120.0,A82
197511,237078487,201812,102424,0,122708,146877,122708,2019-990,55218.6,0.0,0.0,OHIO COUNTY HISTORICAL SOCIETY INC,IN,712120.0,A82
197519,202916790,201812,0,0,0,64860,0,2019-990,0.0,0.0,0.0,JHS OF MICHIGAN HERITAGE FOUNDATION,MI,712120.0,A82
197595,352123555,201812,3990436,0,4074399,200463,4074399,2019-990,1833479.55,0.0,0.0,INDIANA WAR MEMORIALS FOUNDATION INC,IN,712120.0,A84
197643,166042771,201812,35496,9725,67030,44358,97609,2019-990,43924.05,4376.25,9725.0,AURORA HISTORICAL SOCIETY,NY,712120.0,A82
197661,237193230,201809,28748,49408,83373,98414,99807,2019-990,44913.15,22233.600000000002,44913.15,HISTORIC WINDSOR INC,VT,712120.0,A82
197673,42299931,201809,50886,24507,113650,123435,123320,2019-990,55494.0,11028.15,24507.0,GIBSON SOCIETY INC,MA,712120.0,A80
197700,410944151,201812,224566,25538,256637,268292,322937,2019-990,145321.65,11492.1,25538.0,SCOTT COUNTY HISTORICAL SOCIETY INC,MN,712120.0,A82
197720,300738919,201812,67860,19777,136843,110205,153917,2019-990,69262.65000000001,8899.65,19777.0,CHILDRENS STORYBOOK GARDEN & MUSEUM,CA,712110.0,A50
197797,237328335,201812,130394,9848,141267,49182,141267,2019-990,63570.15,4431.6,9848.0,SIUSLAW PIONEER MUSEUM ASSOCIATION INC,OR,712110.0,A50
