,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
189068,0.0,0.0,3058065.45,841515243,0,2019-990,6762864,0,6795701,201809,810350,6746380,ASPEN ART MUSEUM FOUNDATION,CO,712110.0,A50
189069,1814977.0,816739.65,2860070.4,340239538,82,2019-990,1475503,1814977,6355712,201809,6781780,3768055,CLEVELAND BOTANICAL GARDEN,OH,712130.0,C41
189105,1058935.0,476520.75,1262858.4000000001,630762151,57,2019-990,1419597,1058935,2806352,201809,2412011,2702529,EXPLORE CENTER INC,AL,712110.0,A57
189107,164390.0,73975.5,188505.9,840780304,3,2019-990,214394,164390,418902,201809,458497,410655,MILITARY VEHICLE PRESERVATION ASSOCIATION,MO,712120.0,A82
189109,112901.85,100683.45,112901.85,680023026,9,2019-990,27028,223741,250893,201809,338282,250893,VALHALLA TAHOE,CA,712120.0,A82
189187,342896.0,154303.2,1267066.8,465267468,33,2019-990,2094204,342896,2815704,201812,2252852,2665712,WORLD OF SPEED,OR,712110.0,A57
189206,220355.55000000002,121414.5,220355.55000000002,383484109,13,2019-990,80474,269810,489679,201812,538747,469953,MID-MICHIGAN CHILDRENS MUSEUM,MI,712110.0,A50
189213,392362.2,228825.0,392362.2,731688340,0,2019-990,284100,508500,871916,201809,268283,813598,THE LIVING RIVER RESTORATION TRUST,VA,712120.0,A82
189506,973134.0,455375.25,973134.0,330083942,21,2019-990,682148,1011945,2162520,201809,1695172,2036365,RANCHO LOS ALAMITOS FOUNDATION,CA,712120.0,A82
189518,7004.0,3151.8,66162.15000000001,237086386,2,2019-990,122781,7004,147027,201903,134435,139905,SAN JUAN CAPISTRANO HISTORICAL SOCIETY,CA,712120.0,A82
189549,114685.2,103800.15000000001,114685.2,391918863,0,2019-990,18190,230667,254856,201812,282664,254856,UNION THRESHERMAN INC,WI,712120.0,A80
189571,18395.0,8277.75,89423.55,841485332,1,2019-990,176055,18395,198719,201812,479218,194822,HISTORIC ROUTT COUNTY,CO,712120.0,A80
189590,17398.0,7829.1,377142.75,710762618,0,2019-990,738088,17398,838095,201809,830632,795087,AMERICAN INSTITUTE OF PAKISTAN STUDIES,WI,712110.0,A50
189623,159163.0,71623.35,921060.9,530238800,6,2019-990,1516883,159163,2046802,201809,1175106,1997994,HISTORICAL SOCIETY OF WASHINGTON DC,DC,712120.0,A82
189648,0.0,0.0,146503.35,66038732,1,2019-990,273069,0,325563,201903,127501,299855,WESTON HISTORICAL SOCIETY INC,CT,712120.0,A82
189661,0.0,0.0,27252.45,237084124,0,2019-990,51871,0,60561,201812,86391,60561,MACON COUNTY HISTORICAL SOCIETY,IL,712120.0,A82
189714,161878.95,158728.05000000002,161878.95,731495508,0,2019-990,1450,352729,359731,201812,325926,357093,HISTORICAL ASSOCIATION OF THE LAWTON RANGERS INC,OK,712120.0,A80
189725,0.0,0.0,115794.45,481058674,3,2019-990,251317,0,257321,201812,244921,253952,SANTA FE TRAIL ASSOCIATION,KS,712120.0,A82
189730,831966.3,831341.7000000001,831966.3,742767913,61,2019-990,0,1847426,1848814,201808,1928904,1848814,KATHERINE ANNE PORTER SCHOOL,TX,712110.0,A50
189764,84681.0,38106.450000000004,109013.85,42614456,0,2019-990,13500,84681,242253,201809,256530,130676,ARCHITECTURAL CONSERVATION TRUST ACT FOR MASSACHUSETTS INC,MA,712120.0,A80
189772,153356.0,69010.2,483934.95,742369010,14,2019-990,612305,153356,1075411,201809,1076282,1075411,MEXIC-ARTE,TX,712110.0,A53
189803,35900.0,16155.0,134974.35,237090047,1,2019-990,235473,35900,299943,201812,273931,290981,YAMHILL COUNTY HISTORICAL SOCIETY,OR,712120.0,A82
189832,27999.0,12599.550000000001,130071.6,770003353,2,2019-990,83752,27999,289048,201809,199102,212478,FLIGHT TEST HISTORICAL FOUNDATION,CA,712120.0,A80
189843,114518.0,51533.1,199658.25,352019459,0,2019-990,37770,114518,443685,201809,136876,172099,TRUSTEES OF PURDUE UNIVERSITY,IN,712110.0,A54
189864,10000000.0,6120998.55,10000000.0,756067569,423,2019-990,12682408,13602219,28629461,201809,29113392,25790763,PEROT MUSEUM OF NATURE AND SCIENCE,TX,712110.0,A56
189874,316091.7,160945.65,316091.7,382816471,40,2019-990,208060,357657,702426,201812,777614,654144,CURIOUS KIDS MUSEUM,MI,712110.0,A52
189926,66487.0,29919.15,461041.2,630720737,28,2019-990,701077,66487,1024536,201809,573704,1024536,DOTHAN LANDMARKS FOUNDATION INC,AL,712120.0,A80
189949,2502057.15,1613917.8,2502057.15,742288789,188,2019-990,881469,3586484,5560127,201809,5301035,5181113,AUSTIN CHILDRENS MUSEUM,TX,712110.0,A52
189956,419502.60000000003,310271.85000000003,419502.60000000003,43615798,0,2019-990,242663,689493,932228,201809,906984,932228,MCKINNEY DOWNTOWN BUSINESS REDEVELOPMENT BOARD INC,TX,712120.0,A80
189958,1058.0,476.1,90555.3,251582487,2,2019-990,13196,1058,201234,201812,115691,95188,ELIZABETHTOWN PRESERVATION ASSOCIATES INC,PA,712120.0,A82
189980,3059.0,1376.55,73156.05,237137731,9,2019-990,31349,3059,162569,201809,253217,83886,DUNN COUNTY HISTORICAL SOCIETY,WI,712120.0,A82
189987,4396774.5,2210294.25,4396774.5,562412630,124,2019-990,3236519,4911765,9770610,201809,6993154,8495546,NAPLES ZOO INC,FL,712130.0,D50
190032,0.0,0.0,232920.9,382472242,0,2019-990,13020,0,517602,201812,48041,172551,A P B A HISTORICAL SOCIETY INC,MI,712120.0,A82
190057,153798.0,69209.1,215549.55000000002,520973067,7,2019-990,154629,153798,478999,201809,495288,391628,BABE RUTH BIRTHPLACE FOUNDATION INC,MD,712120.0,A80
190080,45243.0,20359.350000000002,141472.35,382127945,3,2019-990,116486,45243,314383,201904,242160,200112,MICHIGANS OWN INC,MI,712110.0,A54
190106,58469.0,26311.05,106807.95,222557826,6,2019-990,100695,58469,237351,201809,282937,226968,EMPIRE STATE AEROSCIENCES MUSEUM,NY,712110.0,A54
190350,66368.0,29865.600000000002,3885234.3000000003,840746671,100,2019-990,6297290,66368,8633854,201809,7729035,6000105,ASPEN ART MUSEUM,CO,712110.0,A51
190373,64193.0,28886.850000000002,90458.1,351840276,4,2019-990,94096,64193,201018,201905,179304,194751,MUSEUM OF MINATURE HOUSES AND OTHER COLLECTIONS INC,IN,712110.0,A51
190395,342437.4,164474.1,342437.4,237418831,0,2019-990,29869,365498,760972,201809,459514,499936,WESTERN MINNESOTA STEAM THRESHERS REUNION INC,MN,712110.0,A54
190415,10000000.0,10000000.0,10000000.0,314390844,1928,2019-990,41868890,30904173,105252695,201812,70700488,89362864,COLUMBUS ZOOLOGICAL PARK ASSOCIATION,OH,712130.0,D50
190418,9310.0,4189.5,192150.0,226035502,0,2019-990,17165,9310,427000,201812,111383,182279,SOCIETY OF COLONIAL WARS IN THE STATE OF NEW JERSEY,PA,712120.0,A80
190419,135605.0,61022.25,225527.4,460308006,7,2019-990,225,135605,501172,201809,125053,144228,DAYS OF 76 AMUSEMENT CO,SD,712120.0,A84
190443,377133.0,169709.85,1016297.1,850232968,28,2019-990,1780223,377133,2258438,201809,2444189,2165518,INDIAN PUEBLO CULTURAL CENTER INC,NM,712110.0,A53
190470,2655037.0,1194766.6500000001,4013043.3000000003,311258416,191,2019-990,2143457,2655037,8917874,201809,8344740,5920623,GREAT LAKES MUSEUM OF SCIENCE ENVIRONMENT AND TECHNOLOGY,OH,712110.0,A57
190482,389340.45,222146.55000000002,389340.45,631207156,10,2019-990,371486,493659,865201,201809,891624,865201,ALDRIDGE GARDENS,AL,712130.0,C41
190518,57462.0,25857.9,122056.2,237104192,0,2019-990,199570,57462,271236,201809,105519,271236,CAPITOL HILL RESTORATION SOCIETY INC,DC,712120.0,A80
190565,285325.2,285325.2,285325.2,461002416,0,2019-990,0,634056,634056,201809,1208465,634056,AUSTIN CHILDRENS MUSEUM HOLDINGS INC,TX,712110.0,A50
190592,0.0,0.0,63214.65,631082554,0,2019-990,22000,0,140477,201809,21788,68290,FARLEY L BERMAN FOUNDATION INC,AL,712110.0,A50
190655,17646.0,7940.7,1818747.0,30281195,7,2019-990,1758345,17646,4041660,201809,1701557,1881352,PRESERVATION TRUST OF VERMONT INC,VT,712120.0,A82
190691,0.0,0.0,173934.9,146035855,11,2019-990,16325,0,386522,201809,206060,215867,HYDE PARK HISTORICAL ASSOCIATION,NY,712120.0,A82
190731,93118.0,41903.1,2869660.8000000003,952567271,128,2019-990,2735971,93118,6377024,201809,1872706,3019133,LONG BEACH MUSEUM OF ART FOUNDATION,CA,712110.0,A51
190803,0.0,0.0,126589.05,561852735,0,2019-990,281309,0,281309,201812,242702,281309,ST PAULS CATHEDRAL TR IN AMERICA INC,MD,712120.0,A80
190822,3880261.35,2623062.6,3880261.35,751914314,72,2019-990,107348,5829028,8622803,201809,6867046,8001645,DALLAS COUNTY HISTORICAL FOUNDATION,TX,712110.0,A54
190863,0.0,0.0,1981984.5,455629404,0,2019-990,0,0,4404410,201809,251103,375874,UNANGAX HERITAGE ASSOCIATION INC,AK,712120.0,A80
190918,52256.0,23515.2,10000000.0,520749685,119,2019-990,4275257,52256,46807430,201809,16847370,16985357,WHITE HOUSE HISTORICAL ASSOCIATION,DC,712120.0,A80
190990,1807.0,813.15,293025.60000000003,42802203,7,2019-990,545847,1807,651168,201812,645318,585534,THE CAHOON MUSEUM OF AMERICAN ART INC,MA,712110.0,A51
191014,4194294.0,1887432.3,4960602.45,591259270,137,2019-990,4142813,4194294,11023561,201809,9891954,10216034,ZOOLOGICAL SOCIETY OF THE PALM BEACHES INC,FL,712130.0,D50
191033,41318.0,18593.100000000002,2276914.0500000003,431485438,8,2019-990,319239,41318,5059809,201809,2005094,770641,AMERICAN KENNEL CLUB MUSEUM OF THE DOG,NY,712110.0,A50
191054,328157.0,147670.65,4639837.5,381387136,94,2019-990,8424952,328157,10310750,201809,7410221,9555790,GRAND RAPIDS ART MUSEUM,MI,712110.0,A51
191102,0.0,0.0,128650.05,237221209,0,2019-990,102978,0,285889,201809,172014,158600,FORT WORTH BOTANICAL SOCIETY,TX,712130.0,C41
191137,151704.9,110415.15000000001,151704.9,136272104,0,2019-990,81326,245367,337122,201812,254622,337122,ORAL HISTORY ASSOCIATION,TN,712120.0,A80
191204,24560.0,11052.0,1597811.85,232721729,4,2019-990,3524244,24560,3550693,201812,3404588,3550693,WELCOME AMERICA INC,PA,712120.0,A84
191246,0.0,0.0,363613.05,912054946,7,2019-990,671506,0,808029,201809,595717,773092,SQUAXIN ISLAND MUSEUM LIBRAY AND RESEARCH CENTER INC,WA,712110.0,A53
191337,0.0,0.0,27243.9,742604223,0,2019-990,0,0,60542,201809,42411,26352,STARR COUNTY HISTORICAL FOUNDATION INC,TX,712110.0,A54
191341,29359.0,13211.550000000001,45285.75,237223041,3,2019-990,36818,29359,100635,201812,142678,100635,HISTORIC BOULDER INC,CO,712120.0,A82
191380,0.0,0.0,52444.35,920165948,0,2019-990,116543,0,116543,201809,116331,116543,IDITAROD NATIONAL HISTORIC TRAIL INC,AK,712120.0,A80
191409,217133.0,97709.85,5236817.850000001,941591805,0,2019-990,0,217133,11637373,201903,772170,516317,COVIA GROUP,CA,712120.0,A80
191473,0.0,0.0,6023.7,42721004,0,2019-990,5503,0,13386,201812,16672,13386,OLD CHELMSFORD GARRISON HOUSE ASSOCIATION INC,MA,712120.0,A80
191522,473719.0,213173.55000000002,1285202.25,112949583,49,2019-990,1879031,473719,2856005,201812,2408106,2625283,NASSAU COUNTY MUSEUM OF ART,NY,712110.0,A51
191540,5505630.0,2477533.5,8457292.35,860136925,298,2019-990,9536442,5505630,18793983,201809,17242460,16907702,DESERT BOTANICAL GARDEN,AZ,712130.0,C41
191641,2389.0,1075.05,57056.85,840576719,5,2019-990,116681,2389,126793,201812,84489,126509,BENT COUNTY HISTORICAL SOCIETY,CO,712120.0,A82
191689,10000000.0,7556755.5,10000000.0,941687847,364,2019-990,7082796,16792790,25346766,201809,21627703,25143473,CONSERVATION SOCIETY OF CALIFORNIA,CA,712130.0,D50
191735,0.0,0.0,927758.25,263305761,0,2019-990,241617,0,2061685,201809,617072,882780,DESERT BOTANICAL GARDEN FOUNDATION,AZ,712130.0,C41
191809,811145.0,365015.25,2284528.95,582422819,78,2019-990,1634978,811145,5076731,201812,7370664,4910342,NATIONAL INFANTRY MUSEUM FOUNDATION INC,GA,712110.0,A54
191823,617475.0,277863.75,4609579.05,10368070,81,2019-990,6389743,617475,10243509,201809,4190323,7808294,WILLIAM A FARNSWORTH LIBRARY AND ART MUSEUM INC,ME,712110.0,A51
191887,50755.0,22839.75,319019.4,596152272,7,2019-990,496960,50755,708932,201809,309138,598835,ORMOND MEMORIAL ART MUSEUM INC,FL,712110.0,A50
191888,50755.0,22839.75,319019.4,596152272,7,2019-990,496960,50755,708932,201809,309138,598835,ORMOND MEMORIAL ART MUSEUM INC,FL,712110.0,A50
191909,31703.0,14266.35,439274.7,311165154,0,2019-990,792346,31703,976166,201809,981111,976166,RED WHITE AND BOOM INC,OH,712120.0,A84
191919,0.0,0.0,16728.3,593406946,0,2019-990,0,0,37174,201809,37304,37174,FLORIDA AQUARIUM FOUNDATION INC,FL,712130.0,D50
191965,28236.0,12706.2,130361.85,591005484,3,2019-990,122140,28236,289693,201809,144765,241530,PIONEER FLORIDA MUSEUM ASSOCIATION INCORPORATED,FL,712110.0,A54
191979,1058625.0,476381.25,6431152.5,610444823,161,2019-990,3329593,1058625,14291450,201809,13130834,7472754,J B SPEED ART MUSEUM,KY,712110.0,A51
192010,129636.90000000001,123269.85,129636.90000000001,510244501,1,2019-990,0,273933,288082,201905,200547,286412,QUESTERS INC,PA,712120.0,A82
192014,377215.0,169746.75,4009059.45,510065746,79,2019-990,4834176,377215,8909021,201812,5946862,6183142,DELAWARE ART MUSEUM,DE,712110.0,A51
192017,0.0,0.0,83559.6,231676660,0,2019-990,133411,0,185688,201903,101596,176650,NEWTOWN HISTORIC ASSOCIATION,PA,712120.0,A80
192021,10000000.0,6994288.350000001,10000000.0,592807815,361,2019-990,2025782,15542863,24945582,201809,20108340,20611500,FLORIDA AQUARIUM INC,FL,712130.0,D50
192079,0.0,0.0,268285.5,237207278,0,2019-990,532623,0,596190,201809,340302,579811,DUNEDIN MUSEUM INC,FL,712120.0,A82
192095,311035.0,139965.75,335841.3,741546326,26,2019-990,209199,311035,746314,201809,717960,683004,SOUTH TEXAS ZOOLOGICAL SOCIETY,TX,712130.0,D50
192213,589025.25,279419.4,589025.25,751317961,57,2019-990,339070,620932,1308945,201809,1348723,1184088,HEARD NATURAL SCIENCE MUSEUM AND WILDLIFE SANCTUARY INC,TX,712110.0,A56
192252,1192333.0,536549.85,1597088.25,382614561,40,2019-990,1169680,1192333,3549085,201809,2743111,3066070,MOTOWN HISTORICAL MUSEUM INC,MI,712110.0,A54
192264,46469.700000000004,23039.55,46469.700000000004,752559624,0,2019-990,14969,51199,103266,201812,89497,91469,ODEON PRESERVATION ASSOCIATION INC,TX,712120.0,A82
192298,641866.0,288839.7,2575534.95,590968005,56,2019-990,4742907,641866,5723411,201809,5359081,5586943,HISTORICAL ASSOCIATION OF SOUTHERN FLORIDA INC,FL,712110.0,A54
192303,227733.0,102479.85,1672423.6500000001,636049847,45,2019-990,942578,227733,3716497,201809,3445561,1814218,MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION,AL,712110.0,A51
192313,1970.0,886.5,104177.7,330329894,4,2019-990,226903,1970,231506,201812,162504,231506,VOLCAN MOUNTAIN FOUNDATION,CA,712120.0,A82
192322,0.0,0.0,217619.55000000002,742847358,2,2019-990,379774,0,483599,201809,288000,408839,FRIENDS OF THE WILDLIFE CORRIDOR,TX,712120.0,A82
192346,427287.0,192279.15,857292.75,640734103,58,2019-990,1355271,427287,1905095,201809,3642936,1905095,JACKSON ZOOLOGICAL SOCIETY INC,MS,712130.0,D50
192368,82667.25,40174.65,82667.25,237381841,3,2019-990,92402,89277,183705,201812,174783,183705,LECOMPTON HISTORICAL SOCIETY,KS,712120.0,A82
192408,29376.0,13219.2,83259.90000000001,66040897,13,2019-990,0,29376,185022,201812,161051,185022,ORDER SONS OF HERMANN OF THE STATE OF CONNECTICUT,CT,712120.0,A80
192416,28636.0,12886.2,54122.4,251371578,5,2019-990,72093,28636,120272,201812,152551,115252,WASHINGTON COUNTY HISTORICAL SOCIETY,PA,712120.0,A80
192456,14784.0,6652.8,78619.05,50468098,1,2019-990,123257,14784,174709,201809,120574,161637,WESTERLY ARMORY RESTORATION,RI,712120.0,A80
192459,2266.0,1019.7,18746.55,581568588,1,2019-990,14024,2266,41659,201904,43105,13454,THE LEWIS COUNTY HISTORICAL SOCIETY INC,TN,712120.0,A82
192470,190762.0,85842.90000000001,869553.0,135563011,14,2019-990,484849,190762,1932340,201809,1231763,1478844,SONS OF THE REVOLUTION IN THE STATE OF NEW YORK INC,NY,712120.0,A80
192472,4021.0,1809.45,181435.5,411785165,0,2019-990,48396,4021,403190,201809,77187,97806,WEST CONCORD HISTORICAL SOCIETY,MN,712120.0,A82
192486,13956.0,6280.2,103770.0,311609803,6,2019-990,189384,13956,230600,201903,1049043,230600,WOODLANDS TRUST FOR HISTORIC PRESERVATION,PA,712120.0,A82
192579,3091.0,1390.95,61867.8,237054735,2,2019-990,124807,3091,137484,201903,113979,137484,FRIENDS OF HISTORIC KINGSTON,NY,712120.0,A80
192697,0.0,0.0,98460.0,411290261,0,2019-990,55441,0,218800,201812,0,23933,WOODBURY DAYS COUNCIL,MN,712120.0,A84
192737,0.0,0.0,579994.2000000001,270505853,2,2019-990,1222417,0,1288876,201809,1270966,1278683,FRIENDS OF FLIGHT 93 NATIONAL MEMORIAL INC,PA,712120.0,A80
192741,24794.0,11157.300000000001,746356.5,46006789,6,2019-990,162098,24794,1658570,201903,337203,337669,NICHOLS HOUSE MUSEUM INC,MA,712110.0,A54
192786,369162.0,166122.9,487454.4,416038553,30,2019-990,242444,369162,1083232,201812,695008,654671,HISTORICAL AND CULTURAL SOCIETY OF CLAY COUNTY,MN,712110.0,A54
192906,52523.0,23635.350000000002,612918.9,431356677,29,2019-990,1203217,52523,1362042,201809,1373153,1287407,KANSAS CITY COMMUNITY GARDENS INC,MO,712130.0,C40
192965,122689.0,55210.05,129750.3,631259625,7,2019-990,310,122689,288334,201809,254170,219118,HELEN KELLER BIRTHPLACE FOUNDATION INC,AL,712120.0,A80
193002,129007.35,110468.7,129007.35,931315142,3,2019-990,26198,245486,286683,201812,259863,282442,ANTIQUE POWERLAND MUSEUM ASSOCIATION INC,OR,712110.0,A50
193038,0.0,0.0,27216.9,371157759,0,2019-990,8416,0,60482,201903,17292,40012,RICHLAND HERITAGE MUSEUM FOUNDATION,IL,712110.0,A50
193050,0.0,0.0,136354.95,462902346,0,2019-990,66583,0,303011,201812,343923,280127,SONGS4SOLDIERS NFP,IL,712120.0,A80
193056,126798.0,57059.1,261198.9,112368016,14,2019-990,283386,126798,580442,201809,391945,327389,GALLERY NORTH INC,NY,712110.0,A51
193060,198643.95,121563.45,198643.95,376028448,0,2019-990,160515,270141,441431,201812,413959,441431,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,IL,712120.0,A80
193071,2731.0,1228.95,45889.200000000004,208717874,0,2019-990,98673,2731,101976,201812,192452,101976,SCHWEIGER RANCH FOUNDATION,CO,712120.0,A80
193098,0.0,0.0,47568.6,820330889,5,2019-990,36674,0,105708,201809,121091,105708,OWYHEE COUNTY HISTORICAL SOCIETY INC,ID,712120.0,A82
193140,0.0,0.0,214177.95,592326836,0,2019-990,407687,0,475951,201809,355239,438702,CITRUS COUNTY HISTORICAL SOCIETY INC,FL,712120.0,A82
193144,84362.0,37962.9,2264865.3000000003,951942930,23,2019-990,4633816,84362,5033034,201809,1974624,4984469,MUSEUM OF VENTURA COUNTY,CA,712110.0,A54
193157,3431.0,1543.95,19109.7,510203806,0,2019-990,27450,3431,42466,201812,47090,39111,BONNIEBROOK HISTORICAL SOCIETY INC,MO,712120.0,A82
193159,10000000.0,6234520.95,10000000.0,590854960,328,2019-990,7208592,13854491,23550637,201809,36520013,23136055,MUSEUM OF SCIENCE INC,FL,712110.0,A57
193161,399641.85000000003,219185.1,399641.85000000003,591763307,13,2019-990,37711,487078,888093,201809,639867,804709,DON GARLITS MUSEUM OF DRAG RACING INC,FL,712110.0,A54
193215,192339.0,86552.55,534455.55,341440913,18,2019-990,125260,192339,1187679,201809,587014,831889,DENNISON RAILROAD DEPOT MUSEUM INC,OH,712110.0,A50
193240,120144.6,56447.1,120144.6,351808543,2,2019-990,904,125438,266988,201812,295921,236568,OWEN COUNTY PRESERVATIONS INC,IN,712120.0,A80
193311,32853.0,14783.85,158358.6,742096498,4,2019-990,280952,32853,351908,201809,332569,351908,WEBB COUNTY HERITAGE FOUNDATION INC,TX,712120.0,A80
193330,119417.40000000001,68896.35,119417.40000000001,592899571,12,2019-990,93704,153103,265372,201809,282252,251649,PIER AQUARIUM INC,FL,712130.0,D50
193401,3631946.85,2212655.85,3631946.85,426097912,177,2019-990,1711270,4917013,8070993,201809,7563562,6960663,SCIENCE CENTER OF IOWA,IA,712110.0,A57
193428,0.0,0.0,102803.40000000001,810879750,0,2019-990,228452,0,228452,201812,29215,228452,DOOLITTLES STATION,PA,712110.0,A50
193457,1288746.9000000001,1039643.55,1288746.9000000001,237029065,175,2019-990,191280,2310319,2863882,201812,2436550,2781239,INDIANA RAILWAY MUSEUM INC,IN,712110.0,A54
193487,35624.700000000004,23260.95,35624.700000000004,650054259,0,2019-990,14027,51691,79166,201812,109838,67380,FRIENDS OF KORESHAN STATE HISTORIC SITE INC,FL,712120.0,A80
193528,3871247.0,1742061.1500000001,4868192.7,471711491,103,2019-990,3431673,3871247,10818206,201809,10221770,9525378,VIZCAYA MUSEUM AND GARDENS TRUST INC,FL,712110.0,A50
193572,28450.0,12802.5,332971.65,222825570,31,2019-990,144386,28450,739937,201809,552913,375551,ONEIDA COMMUNITY MANSION HOUSE,NY,712120.0,A80
193638,19979.0,8990.550000000001,1062521.1,311558627,0,2019-990,4821,19979,2361158,201812,166017,221616,BELL COUNTY FAIR AND EXHIBITION BOARD INC,KY,712110.0,A54
193758,1900.0,855.0,686880.0,474444959,0,2019-990,1524500,1900,1526400,201812,10208,1526400,CHEYENNE FRONTIER DAYS FOUNDATION INC,WY,712120.0,A84
193759,8674879.5,6749816.850000001,8674879.5,830297781,211,2019-990,0,14999593,19277510,201812,14032503,15490996,CHEYENNE FRONTIER DAYS INC,WY,712120.0,A84
193843,9434.0,4245.3,501826.95,133389566,9,2019-990,644523,9434,1115171,201812,754932,712883,THE HISTORIC DISTRICTS COUNCIL INC,NY,712120.0,A82
193849,217841.0,98028.45,676862.55,221739205,32,2019-990,260360,217841,1504139,201812,680812,530981,MONMOUTH MUSEUM AND CULTURAL CENTER,NJ,712110.0,A50
193868,0.0,0.0,60653.25,521259221,0,2019-990,133075,0,134785,201903,8496,134785,WADSWORTH-SULGRAVE HISTORIC PRESERVATION FOUNDATION,DC,712120.0,A82
193870,0.0,0.0,57685.5,630825743,0,2019-990,71112,0,128190,201812,35065,58806,AUTAUGA COUNTY HERITAGE ASSOCIATION,AL,712120.0,A82
193930,0.0,0.0,17904.600000000002,10055140,0,2019-990,0,0,39788,201906,14085,39631,HALLOWELL CENTENNIAL BURIAL GROUND ASSN INC,ME,712120.0,A84
193957,0.0,0.0,40821.75,396075872,3,2019-990,70043,0,90715,201904,82690,90715,NEENAH HISTORICAL SOCIETY,WI,712120.0,A82
194027,494836.65,462174.3,494836.65,760154705,38,2019-990,0,1027054,1099637,201809,1061960,1069019,COLONEL MUSEUM INC,TX,712110.0,A54
194031,491448.0,221151.6,545859.0,810411290,38,2019-990,192186,491448,1213020,201809,1149356,1048148,ZOOMONTANA INC,MT,712130.0,D50
194039,60462.0,27207.9,745220.25,592085261,43,2019-990,1531028,60462,1656045,201809,1676416,1656045,MUSEUM OF CONTEMPORARY ART INC,FL,712110.0,A51
194128,31407.0,14133.15,221632.65,741978227,13,2019-990,193704,31407,492517,201812,338347,375705,SOPHIENBURG MEMORIAL ASSOCIATION,TX,712110.0,A54
194173,0.0,0.0,67263.3,742957096,3,2019-990,142295,0,149474,201812,115034,144903,THE CZECH HERITAGE MUSEUM AND GENEALOGY CENTER,TX,712110.0,A54
194186,1328.0,597.6,95217.75,561924997,0,2019-990,1250,1328,211595,201809,27686,46558,NORTH CAROLINA TRAPSHOOTERS HALL OF FAME INC,NC,712110.0,A50
194197,307207.0,138243.15,355963.95,455337441,27,2019-990,349640,307207,791031,201812,739822,760564,MCAULIFFE-SHEPARD DISCOVERY CENTER CORPORATION,NH,712110.0,A52
194294,0.0,0.0,101555.55,263038383,3,2019-990,225679,0,225679,201809,226351,225679,GULLAH-GEECHEE CULTURAL HERITAGE CORRIDOR COMMISSION,SC,712120.0,A80
194319,1761590.25,923861.7000000001,1761590.25,592657399,238,2019-990,1688784,2053026,3914645,201809,4005328,3914645,MUSEUM OF SCIENCE AND INDUSTRY INC,FL,712110.0,A50
194374,47387.0,21324.15,1270208.25,391017647,34,2019-990,2639532,47387,2822685,201812,2013008,2667786,MUSEUM OF WISCONSIN ART INC,WI,712110.0,A54
194406,66935.0,30120.75,200855.7,680011939,4,2019-990,149358,66935,446346,201812,317587,361698,BOLINAS MUSEUM,CA,712110.0,A50
194414,0.0,0.0,6880.95,208742654,0,2019-990,15291,0,15291,201903,2918,15291,NATIONAL COMMITTEE TO PRESERVE SOCIAL SECURITY&MEDICARE FNDN,DC,712120.0,A82
194573,135218.0,60848.1,206585.55000000002,311028870,3,2019-990,64652,135218,459079,201812,170464,353758,THE AVIATION MUSEUM OF KENTUCKY INC,KY,712110.0,A54
194662,71373.0,32117.850000000002,3260556.9,237029776,17,2019-990,604621,71373,7245682,201812,501551,1977511,MUSEUM OF EARLY TRADES AND CRAFTS,NJ,712110.0,A54
194685,92352.0,41558.4,400908.60000000003,590993499,11,2019-990,447025,92352,890908,201809,625747,677224,FORT LAUDERDALE HISTORICAL SOCIETY INC,FL,712120.0,A82
194710,156757.0,70540.65000000001,2268310.5,521513535,33,2019-990,4718524,156757,5040690,201812,4104654,4966618,WOMEN IN MILITARY SERVICE FOR AMERICA MEMORIAL FOUNDATION INC,VA,712120.0,A80
194715,1122034.05,582969.15,1122034.05,590660461,31,2019-990,728706,1295487,2493409,201809,2024991,2293221,KEY WEST ART & HISTORICAL SOCIETY INC,FL,712120.0,A82
194746,279807.0,125913.15000000001,425470.5,166094785,15,2019-990,575479,279807,945490,201809,864109,898719,THEODORE ROOSEVELT INAUGURAL SITE FOUNDATION,NY,712120.0,A80
194897,685870.0,308641.5,2738058.3000000003,222720927,143,2019-990,5070447,685870,6084574,201812,4732549,5650241,BUFFALO OLMSTED PARKS CONSERVANCY INC,NY,712120.0,A82
194931,2000.0,900.0,56703.6,931012190,0,2019-990,67067,2000,126008,201812,202808,126008,PACIFIC NORTHWEST TRUCK MUSEUM,OR,712110.0,A54
194938,0.0,0.0,909940.9500000001,940661410,7,2019-990,0,0,2022091,201809,440754,789989,ACACIA MEMORIAL PARK ASSOC OF MODESTO,CA,712120.0,A80
194940,307.0,138.15,219078.45,237270158,2,2019-990,185935,307,486841,201809,128085,202403,WESTPORT HISTORICAL SOCIETY INC,MA,712120.0,A82
194942,160616.0,72277.2,362895.3,270077412,32,2019-990,421090,160616,806434,201809,881646,725426,CORAL GABLES MUSEUM CORPORATION,FL,712110.0,A50
