,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_12m,45_of_Earned_max_12m,100_of_Earned_upto_45_Gross_max_12m,NAME,STATE,NAICS,NTEEFINAL
323336,237113276,201805,2170266,698230,2752408,2674937,4039578,2019-990,1817810.1,314203.5,698230,SUN VALLEY CENTER FOR THE ARTS INC,ID,711100.0,A61
323389,133844128,201810,0,0,0,0,0,2019-990,0.0,0.0,0,NORTH EASTERN BAND OF CHEROKEE,NY,711130.0,A6C
323396,850333276,201809,0,165078,165080,191086,165080,2019-990,74286.0,74285.1,12000000,AMERICAN COLLEGIATE TALENT SHOWCASE INC,NM,711100.0,A60
323408,274098793,201806,1530246,0,1532724,1556065,1532724,2019-990,689725.8,0.0,0,KIDS ORCHESTRA INC,LA,711130.0,A69
323484,351423844,201805,26305,121057,212632,150648,215629,2019-990,97033.05,54475.65,12000000,EVANSVILLE CIVIC THEATRE INC,IN,711110.0,A65
323524,382445946,201808,19054,161450,180549,200409,180549,2019-990,81247.05,72652.5,12000000,CHILDRENS BALLET THEATRE OF MICHIGAN INC,MI,711120.0,A63
323560,464303869,201804,9751,167663,178086,193088,178086,2019-990,80138.7,75448.35,12000000,HELP ENTERTAIN AND RESTORE ORGANIZATIONS INC,IA,711110.0,A65
323579,453415948,201712,84511,171739,291588,211525,295335,2019-990,132900.75,77282.55,12000000,CURTAIN UP PRODUCTIONS INC,NJ,711110.0,A65
323585,953274842,201805,93248,0,120741,45743,120741,2019-990,54333.450000000004,0.0,0,FALLBROOK MUSIC SOCIETY INC,CA,711130.0,A68
323654,380996360,201806,579698,385577,1157367,1339442,1193866,2019-990,537239.7000000001,173509.65,385577,ST CECILIA MUSIC SOCIETY,MI,711130.0,A68
323672,470729473,201805,29758,216690,282570,280581,302879,2019-990,136295.55000000002,97510.5,12000000,LINCOLN MIDWEST BALLET COMPANY,NE,711120.0,A63
323740,383395468,201805,21170,156424,284436,218150,326566,2019-990,146954.7,70390.8,12000000,DOWNRIVER YOUTH PERFORMING ARTS CENTER,MI,711110.0,A65
323844,201454440,201809,708539,241297,949796,492557,949796,2019-990,427408.2,108583.65000000001,241297,BOCA RATON PHILARMONIC SYMPHONIA,FL,711130.0,A69
323848,611374109,201806,414030,678202,1092233,1044811,1092233,2019-990,491504.85000000003,305190.9,12000000,BOWLING GREEN CHAMBER ORCHESTRA INC,KY,711130.0,A69
324008,141708151,201806,1218980,5155010,6480438,5561359,6515769,2019-990,2932096.0500000003,2319754.5,12000000,PALACE PERFORMING ARTS CENTER INC,NY,711100.0,A61
324061,431083737,201806,119180,129570,250140,246127,251840,2019-990,113328.0,58306.5,12000000,PERFORMING ARTS ASSN OF ST JOSEPH INC,MO,711100.0,A60
324140,810381173,201808,155317,187085,416040,429092,447472,2019-990,201362.4,84188.25,187085,WHITEFISH THEATRE CO,MT,711110.0,A65
324211,223209685,201808,96732,188770,285503,313698,285503,2019-990,128476.35,84946.5,12000000,BRICK CHILDRENS COMMUNITY THEATRE,NJ,711110.0,A65
324251,363487153,201808,11201,142109,157104,143611,157104,2019-990,70696.8,63949.05,12000000,PALETTE MASQUE AND LYRE,IL,711110.0,A65
324296,576000280,201808,262363,428102,705657,655095,705657,2019-990,317545.65,192645.9,12000000,COLUMBIA STAGE SOCIETY,SC,711110.0,A65
324315,161005643,201806,0,0,0,0,0,2019-990,0.0,0.0,0,BUFFALO INNER CITY BALLET CO INC,NY,711120.0,A63
324819,741238425,201806,251523,418186,680621,691932,680621,2019-990,306279.45,188183.7,12000000,HOUSTON YOUTH SYMPHONY,TX,711130.0,A69
324871,463190095,201708,0,4140006,4140006,4443470,4140006,2019-990,1863002.7,1863002.7,12000000,MUSIC SHOWCASE FESTIVALS INC,PA,711130.0,A68
324920,943101945,201812,86585,36814,162410,90479,184231,2019-990,82903.95,16566.3,36814,CUTTER THEATRE,WA,711100.0,A60
324935,431054386,201806,1067,64146,68271,60681,68271,2019-990,30721.95,28865.7,12000000,LITTLE THEATRE OF JEFFERSON CITY,MO,711110.0,A65
325323,363598385,201812,0,317502,324814,596950,336747,2019-990,151536.15,142875.9,12000000,TURFGRASS PRODUCERS INTERNATIONAL,IL,711100.0,A61
325473,954603048,201812,1046101,0,1080058,985250,1139747,2019-990,512886.15,0.0,0,NO LIMITS THEATER GROUP INC,CA,711110.0,A65
325515,263493573,201812,30650,91020,122155,170415,122155,2019-990,54969.75,40959.0,12000000,MINERAL POINT OPERA HOUSE INC,WI,711100.0,A61
325567,341935162,201812,68474,173479,241956,237101,241956,2019-990,108880.2,78065.55,12000000,MERCURY SUMMER STOCK,OH,711110.0,A65
325599,200703615,201812,2260,265757,268017,261958,268017,2019-990,120607.65000000001,119590.65000000001,12000000,LOUISIANA DELTA BALLET,LA,711120.0,A63
325658,364573236,201812,92498,506325,660663,656574,684832,2019-990,308174.4,227846.25,12000000,MUDLARK THEATER COMPANY,IL,711110.0,A65
325808,742850567,201812,26389,14999,79421,71275,79421,2019-990,35739.450000000004,6749.55,14999,NEW THEATRE GUILD SCHOLARSHIP FOUNDATION,KS,711110.0,A65
325859,562351578,201812,185194,464040,647353,532138,649234,2019-990,292155.3,208818.0,12000000,OLMSTED PERFORMING ARTS INC,OH,711100.0,A60
325886,526002592,201906,17029,90336,107556,77740,107556,2019-990,48400.200000000004,40651.200000000004,12000000,VAGABOND PLAYERS INC,MD,711110.0,A65
326037,60963170,201906,53513,0,64455,64336,66325,2019-990,29846.25,0.0,0,OPERA NEW ENGLAND OF NORTHEASTERN CONN INC,CT,711130.0,A6A
326047,356027421,201812,0,0,0,57879,0,2019-990,0.0,0.0,0,MUNCIE CIVIC THEATRE ASSOCIATION,IN,711110.0,A65
326054,521311182,201906,59646,152739,221826,229724,228617,2019-990,102877.65000000001,68732.55,12000000,FAUQUIER COMMUNITY THEATRE-STORY PAINTERS INC,VA,711110.0,A65
326089,352179695,201812,63568,171390,234958,208229,234958,2019-990,105731.1,77125.5,12000000,BRICK THEATER INC,NY,711110.0,A65
326143,510511623,201812,0,0,38485,65471,38485,2019-990,17318.25,0.0,0,KEAN THEATRE INC,PA,711100.0,A61
326212,237452666,201904,29769,0,29809,198132,29809,2019-990,13414.050000000001,0.0,0,SWEET ADELINES INTERNATIONAL,NY,711130.0,A6B
326299,203461817,201812,232886,415761,648647,644268,648647,2019-990,291891.15,187092.45,12000000,FRIENDS OF BAYOU ST JOHN,LA,711100.0,A60
326313,526674347,201812,24975,0,42157,35863,42157,2019-990,18970.65,0.0,0,CHARLES L GAMBIER TR,MD,711100.0,A60
326319,521544030,201812,4019974,0,4029409,3555405,4029409,2019-990,1813234.05,0.0,0,HERBIE HANCOCK INSTITUTE OF JAZZ,DC,711130.0,A68
326342,222799295,201811,17811,8548,26359,26359,26359,2019-990,11861.550000000001,3846.6,8548,BALLET COMPANY OF THE PERFORMING ARTS ENSEMBLE A NJ NON PRFT CORP,NJ,711120.0,A63
326354,203575558,201812,547469,429421,977690,1029947,977690,2019-990,439960.5,193239.45,429421,LUBBOCK MOONLIGHT MUSICALS INC,TX,711110.0,A65
326379,364307184,201812,38361,344793,384394,358738,384394,2019-990,172977.30000000002,155156.85,12000000,MUSICAL OFFERING,IL,711130.0,A68
326433,272706005,201906,256949,108955,344227,349329,388328,2019-990,174747.6,49029.75,108955,ST LOUIS DANCE THEATRE,MO,711120.0,A62
326516,464319988,201812,36606,0,40179,513276,40179,2019-990,18080.55,0.0,0,MERCER ISLAND CENTER FOR THE ARTS,WA,711100.0,A61
326540,710749546,201906,16863,0,87109,91480,91612,2019-990,41225.4,0.0,0,WEEKEND THEATER INC,AR,711110.0,A65
326560,742894037,201812,273933,375052,660775,785553,660775,2019-990,297348.75,168773.4,12000000,PLAYHOUSE 2000 INC,TX,711110.0,A65
326582,731340172,201812,44391,18254,62700,86186,62700,2019-990,28215.0,8214.300000000001,18254,OK MOZART INC,OK,711130.0,A68
326604,800109187,201906,3333,262545,265994,253408,265994,2019-990,119697.3,118145.25,12000000,OVERTURE BAND PROGRAMS INC,WI,711130.0,A6C
326647,861159920,201712,22900,1535,24435,10969,24435,2019-990,10995.75,690.75,1535,GROUND UP PRODUCTIONS,NY,711110.0,A65
326678,810774559,201712,15949,101316,117265,115901,117265,2019-990,52769.25,45592.200000000004,12000000,FARM LEAGUE PLAY IT FORWARD,TX,711110.0,A65
326821,10671893,201906,0,307101,307101,279184,307101,2019-990,138195.45,138195.45,12000000,ALEXANDRIA & AKEAS PLAYHOUSE INC,NY,711100.0,A61
326826,541750001,201812,167074,73430,256772,284992,260759,2019-990,117341.55,33043.5,73430,FLOYD COMMUNITY CENTER FOR THE ARTS INC,VA,711100.0,A61
326828,270976194,201906,64820,23627,88624,71587,88624,2019-990,39880.8,10632.15,23627,FRESNO COMMUNITY CHORUS INC,CA,711130.0,A6B
326832,141846766,201812,123409,440687,602910,517297,610948,2019-990,274926.60000000003,198309.15,12000000,GOOD THEATER INC,ME,711110.0,A65
326850,912072869,201906,137366,38365,175731,183177,175731,2019-990,79078.95,17264.25,38365,CASCADE SYMPHONY ORCHESTRA INC,WA,711130.0,A69
326900,421646001,201906,91132,16820,129344,169087,129344,2019-990,58204.8,7569.0,16820,SPOOKY ACTION THEATER COMPANY,DC,711110.0,A65
326918,411988345,201812,18377,232214,250591,260824,250591,2019-990,112765.95,104496.3,12000000,OUT ON A LIMB DANCE COMPANY,MN,711120.0,A62
327103,721564272,201905,143458,69389,212847,212605,212847,2019-990,95781.15000000001,31225.05,69389,WHITNEY PLAYERS,CT,711110.0,A65
327133,240864108,201709,76175,301498,408138,437586,422804,2019-990,190261.80000000002,135674.1,12000000,MILLBROOK PLAYHOUSE INC,PA,711110.0,A65
327238,226063522,201908,0,116350,125827,136119,125827,2019-990,56622.15,52357.5,12000000,PLAYHOUSE ASSOCIATION INCORPORATED,NJ,711110.0,A65
327306,462816614,201812,961669,303430,1265099,1202925,1265099,2019-990,569294.55,136543.5,303430,NU DECO ENSEMBLE INC,FL,711130.0,A6C
327324,611539533,201808,25405,8577,33982,29711,33982,2019-990,15291.9,3859.65,8577,RIDGECREST CHAMBER MUSIC SOCIETY,CA,711130.0,A6C
327329,66465551,201712,0,0,8218,35000,148023,2019-990,66610.35,0.0,0,HOCHBERG FOUNDATION TR,OH,711100.0,A60
327399,800490178,201812,642,0,642,642,642,2019-990,288.90000000000003,0.0,0,CEO CHILDREN ENRICHED WITH OPPORTUNITIES INC,FL,711100.0,A61
327433,561610461,201906,285091,128843,499788,481693,503167,2019-990,226425.15,57979.35,128843,THE CHAMBER ORCHESTRA OF THE TRIANGLE INC,NC,711130.0,A69
327445,202923540,201906,127918,141101,269019,250649,269019,2019-990,121058.55,63495.450000000004,12000000,DAL NIENTE NEW MUSIC NFP,IL,711130.0,A68
327452,510536189,201812,500,0,500,155,500,2019-990,225.0,0.0,0,COMMUNITY CONCERTS OF GREENWICH INC,CT,711130.0,A68
327470,453649702,201906,33169,101615,134784,133781,134784,2019-990,60652.8,45726.75,12000000,TRUSTY SIDEKICK THEATER COMPANY INC,NY,711110.0,A65
327644,231933198,201906,0,0,20665,3343,20665,2019-990,9299.25,0.0,0,EASTERN INDUSTRIAL DEVELOPMENT COMPANY OF NORTHEASTERN PENNSYLVAN,PA,711100.0,A60
327772,262666641,201906,598996,8737,610021,581287,635992,2019-990,286196.4,3931.65,8737,LIVECONNECTIONS ORG,PA,711130.0,A68
327867,800732126,201812,246234,0,246236,228087,246236,2019-990,110806.2,0.0,0,ACTIONN,NV,711110.0,A65
327881,203805150,201906,27561,267361,295012,261523,295012,2019-990,132755.4,120312.45,12000000,XELIAS AERIAL ARTS STUDIO,MN,711100.0,A60
327992,42786576,201906,1452425,249504,1706387,1537448,1793296,2019-990,806983.2000000001,112276.8,249504,REHEARSAL FOR LIFE INC,MA,711110.0,A65
328014,237081997,201812,24352,29814,54168,64680,54168,2019-990,24375.600000000002,13416.300000000001,12000000,CANTERBURY GUILD INC,IN,711110.0,A65
328093,462515000,201712,131932,87141,219073,220773,219073,2019-990,98582.85,39213.450000000004,87141,STAGECRAFT INSTITUTE OF LAS VEGAS,NV,711110.0,A65
328136,363672890,201812,57188,19873,77061,75380,77061,2019-990,34677.450000000004,8942.85,19873,ZEPHYR DANCE ENSEMBLE,IL,711130.0,A6C
328150,271102811,201906,214830,33628,248345,232403,248345,2019-990,111755.25,15132.6,33628,WASHINGTON MASTER CHORALE INC,DC,711130.0,A6B
328286,262455607,201906,423569,64026,475083,482798,514573,2019-990,231557.85,28811.7,64026,RAFT - COLORADO,CO,711130.0,A68
328351,270049053,201908,243199,0,244815,216926,244815,2019-990,110166.75,0.0,0,LANSDALE COMMUNITY CONCERTS INC,PA,711130.0,A68
328401,263775625,201812,40390,170335,210725,179550,210725,2019-990,94826.25,76650.75,12000000,SIERRA STAGES,CA,711110.0,A65
328430,581313784,201906,47109,156139,227014,188481,238618,2019-990,107378.1,70262.55,12000000,BALLET ARTS INC OF JACKSON,TN,711120.0,A63
328470,10918058,201906,151985,119575,276355,287440,276355,2019-990,124359.75,53808.75,119575,COPPER STREET BRASS QUINTET NON PROFIT,MN,711130.0,A68
328478,204214083,201812,128201,235470,367195,373679,384802,2019-990,173160.9,105961.5,12000000,DRAGON PRODUCTIONS THEATRE COMPANY,CA,711110.0,A65
328830,20338911,201907,64006,31185,95277,95110,95277,2019-990,42874.65,14033.25,31185,NEW HAMPSHIRE MIME COMPANY,NH,711110.0,A65
328908,250426431,201812,11410,0,117150,114365,336541,2019-990,151443.45,0.0,0,CROATIAN SOCIAL & GLEE CLUB JADRAN,PA,711130.0,A6B
328988,43497501,201812,5654,130973,147708,127538,151942,2019-990,68373.90000000001,58937.85,12000000,ENTER STAGE LEFT THEATER INC,MA,711110.0,A65
329134,462663098,201812,233,434442,434675,362750,434675,2019-990,195603.75,195498.9,12000000,WR ARTS INC,NY,711100.0,A60
329223,66098657,201906,209433,68132,305258,326791,314583,2019-990,141562.35,30659.4,68132,RIDGEFIELD SYMPHONY ORCHESTRA INC,CT,711130.0,A69
329245,454518582,201906,110948,85884,196832,183490,196832,2019-990,88574.40000000001,38647.8,85884,NORTH TEXAS METROPLEX CHILDRENS CHOIRS INC,TX,711130.0,A6B
329256,596154976,201904,1180961,1904604,3075417,3154392,3308824,2019-990,1488970.8,857071.8,12000000,THE NAPLES PLAYERS INC,FL,711110.0,A65
329318,330895635,201906,77193,29743,100692,100561,110081,2019-990,49536.450000000004,13384.35,29743,ORANGE COUNTY WOMENS CHORUS,CA,711130.0,A6B
329401,264447548,201906,22196,171855,198707,226129,208861,2019-990,93987.45,77334.75,12000000,SUPPORTING THEATRE AT RANCH,TX,711110.0,A65
329422,566061468,201906,130100,49610,191816,147647,202335,2019-990,91050.75,22324.5,49610,TRYON LITTLE THEATRE INC,NC,711110.0,A65
329444,870659352,201906,217873,34330,261401,236010,285508,2019-990,128478.6,15448.5,34330,MOUNTAIN WEST STRING ACADEMY,UT,711130.0,A69
329449,431706418,201906,92100,30700,122800,126800,122800,2019-990,55260.0,13815.0,30700,ST LOUIS AFRICAN CHORUS,MO,711130.0,A6B
329503,270241182,201906,222357,88055,303704,297453,338670,2019-990,152401.5,39624.75,88055,NEWBERRY CONSORT NFP,IL,711130.0,A68
329561,204517566,201906,84430,31300,115730,120500,115730,2019-990,52078.5,14085.0,31300,AZ OPERA COMPANY,AZ,711130.0,A6A
329578,856014364,201901,69527,213256,280800,222429,293291,2019-990,131980.95,95965.2,12000000,MUSICAL THEATER SOUTHWEST,NM,711110.0,A65
329582,112579252,201812,17880,11364,29244,34033,29244,2019-990,13159.800000000001,5113.8,11364,RYAN REPERTORY COMPANY INC,NY,711110.0,A65
329651,942840177,201906,0,24889,13085,14082,49778,2019-990,22400.100000000002,11200.050000000001,12000000,SARATOGA CUPERTINO COLUMBIAN COMPANY,CA,711100.0,A60
329754,311770525,201812,7990,128954,144173,179641,153543,2019-990,69094.35,58029.3,12000000,CHILDRENS PLAYHOUSE OF MARYLAND INC,MD,711110.0,A65
329763,371501970,201812,23868,705001,732909,690601,732909,2019-990,329809.05,317250.45,12000000,GREEN MOUNTAIN CHAMBER MUSIC FESTIVAL,NC,711130.0,A6C
329776,383414879,201812,282552,163891,449001,431869,449001,2019-990,202050.45,73750.95,163891,BRASS BAND OF BATTLE CREEK,MI,711130.0,A6C
329787,521365500,201906,54086,272198,326284,383984,326284,2019-990,146827.80000000002,122489.1,12000000,KINETICS DANCE THEATRE INC,MD,711120.0,A62
329789,26577706,201812,162278,84514,246795,286785,246795,2019-990,111057.75,38031.3,84514,RUSKIN GROUP THEATRE COMPANY,CA,711110.0,A65
330032,230535160,201806,11122,0,256146,264823,496390,2019-990,223375.5,0.0,0,DOYLESTOWN MAENNERCHOR SOCIETY,PA,711130.0,A6B
330114,412211673,201806,162766,150511,322403,324194,322403,2019-990,145081.35,67729.95,12000000,SARASOTA CONTEMPORARY DANCE INC,FL,711120.0,A62
330141,134138159,201812,35550,17500,53050,52900,53050,2019-990,23872.5,7875.0,17500,DRILLING COMPANY THEATRICAL PRODUCTIONS INC,NY,711110.0,A65
330151,812778740,201909,111988,53250,199977,197584,216868,2019-990,97590.6,23962.5,53250,CAROGA ARTS COLLECTIVE INC,NY,711130.0,A68
330164,811445441,201812,126728,155185,283448,239676,283448,2019-990,127551.6,69833.25,12000000,SOUNDS GOOD CHOIR NFP,IL,711130.0,A6B
330181,273586583,201906,273859,390702,664710,448334,664710,2019-990,299119.5,175815.9,12000000,YLC BALLET,CA,711120.0,A63
330218,481290257,201906,15988,165461,275928,228617,275928,2019-990,124167.6,74457.45,12000000,NEWINGTON CHILDRENS THEATRE COMPANY,CT,711110.0,A65
330276,310960571,201906,212531,80392,296822,321296,296822,2019-990,133569.9,36176.4,80392,VOCAL ARTS ENSEMBLE OF CINCINNATI,OH,711130.0,A6B
330312,166054190,201706,28303,34010,62316,70761,62316,2019-990,28042.2,15304.5,12000000,ROME COMMUNITY THEATER INC,NY,711110.0,A65
330365,570943743,201906,276901,76917,357216,357395,357216,2019-990,160747.2,34612.65,76917,COLUMBIA CLASSICAL BALLET CO,SC,711120.0,A63
330371,820569936,201812,214729,55532,270261,224406,270261,2019-990,121617.45,24989.4,55532,SOUNDING JOY MUSIC THERAPY INC,HI,711130.0,A68
330423,930710438,201906,230457,97335,340588,436953,364016,2019-990,163807.2,43800.75,97335,EUGENE CONCERT CHOIR INC,OR,711130.0,A6B
330448,421423557,201812,21150,44410,65590,74195,65590,2019-990,29515.5,19984.5,12000000,CEDAR BASIN JAZZ FESTIVAL INC,IA,711130.0,A6C
330454,133313240,201906,0,454007,454007,483005,454007,2019-990,204303.15,204303.15,12000000,ENCORE PERFORMING ARTS INC,NY,711100.0,A60
330532,203584556,201812,147607,0,1671185,405028,1806867,2019-990,813090.15,0.0,0,CHILDS PLAY,WA,711110.0,A65
330543,943137852,201906,691337,859007,1686591,1658277,1888057,2019-990,849625.65,386553.15,12000000,CRATERIAN PERFORMANCES COMPANY,OR,711100.0,A61
330559,730725437,201906,18748,56843,94491,105759,99151,2019-990,44617.950000000004,25579.350000000002,12000000,TULSA SPOTLIGHTERS INC,OK,711110.0,A65
330861,141975264,201907,386682,0,400057,143420,401247,2019-990,180561.15,0.0,0,TWIN CITIES CATHOLIC CHORALE,MN,711130.0,A6B
330875,205612496,201806,23646,76593,100239,80373,100239,2019-990,45107.55,34466.85,12000000,MOVING ARTS EXCHANGE INC,MA,711100.0,A61
330941,10459493,201906,71807,82472,168100,151046,168100,2019-990,75645.0,37112.4,12000000,MIDCOAST SYMPHONY ORCHESTRA,ME,711130.0,A69
330972,566047984,201906,67418,102460,197979,187229,197979,2019-990,89090.55,46107.0,12000000,KINGS MOUNTAIN LITTLE THEATRE INC,NC,711110.0,A65
331065,270804113,201907,18352,38367,56742,71310,56742,2019-990,25533.9,17265.15,12000000,LEAP OF FAITH DANCE COMPANY,OH,711120.0,A62
331083,526050728,201906,66823,20691,87514,162007,87514,2019-990,39381.3,9310.95,20691,THE WEST ANNAPOLIS FIRE AND IMPROVEMENT COMPANY,MD,711100.0,A60
331084,526050728,201906,66823,20691,87514,162007,87514,2019-990,39381.3,9310.95,20691,THE WEST ANNAPOLIS FIRE AND IMPROVEMENT COMPANY,MD,711100.0,A60
331132,454109079,201812,185595,721751,947893,930665,968074,2019-990,435633.3,324787.95,12000000,WOODLAWN THEATRE INC,TX,711110.0,A65
331153,760799082,201906,13900,218720,236784,214941,239155,2019-990,107619.75,98424.0,12000000,AMERICAN DANCE COMPETITION INC,FL,711120.0,A62
331193,742342776,201906,94393,126911,226242,224589,231480,2019-990,104166.0,57109.950000000004,12000000,COLORADO YOUTH SYMPHONY ORCHESTRA ASSOCIATION,CO,711130.0,A69
331284,463812139,201812,51150,27849,89409,65193,135559,2019-990,61001.55,12532.050000000001,27849,BALLET IN THE CITY INC,OH,711120.0,A63
331295,271608442,201812,2579,164190,183715,184477,244265,2019-990,109919.25,73885.5,12000000,BREITLING PERFORMING ARTS,TX,711110.0,A65
331327,300628751,201812,303474,27956,331430,311754,331430,2019-990,149143.5,12580.2,27956,PERFORMING ARTS AND SCIENCE ACADEMY PASA,SC,711100.0,A60
331340,61778633,201904,135290,129088,264378,238465,264378,2019-990,118970.1,58089.6,12000000,CHAMBER MUSIC CHARLESTON,SC,711130.0,A6C
331385,956220739,201906,354171,71269,426472,411975,426472,2019-990,191912.4,32071.05,71269,PALM SPRINGS OPERA GUILD OF THE DESERT,CA,711130.0,A6A
331389,134127500,201906,2096354,0,2052735,1150707,2118719,2019-990,953423.55,0.0,0,OPENING ACT INC,NY,711110.0,A65
331781,454815944,201812,550281,121238,699303,705673,708415,2019-990,318786.75,54557.1,121238,THEATRE OF THE OPPRESSED NYC,NY,711110.0,A65
331858,311311304,201812,98005,103099,202471,194989,202471,2019-990,91111.95,46394.55,12000000,GREATER CINCINNATI BLUES SOCIETY INC,OH,711130.0,A68
331869,570834963,201905,96641,101135,211232,224190,211232,2019-990,95054.40000000001,45510.75,12000000,HILTON HEAD CHORAL SOCIETY INC,SC,711130.0,A6B
331969,264211583,201812,40588,0,40594,21518,40594,2019-990,18267.3,0.0,0,HARP GUITAR FOUNDATION,CA,711130.0,A68
331992,271411970,201905,118825,0,296153,219204,369007,2019-990,166053.15,0.0,0,CAROLINA WINTER ENSEMBLE ASSOCIATION INC,SC,711130.0,A6C
332197,351769270,201906,32315,107426,157335,130563,157335,2019-990,70800.75,48341.700000000004,12000000,KETTERING CHILDRENS CHOIR,OH,711130.0,A6C
332268,455119877,201905,50385,121079,189650,166997,209403,2019-990,94231.35,54485.55,12000000,TREEHOUSE THEATER,WI,711110.0,A65
332306,592612709,201906,132087,1483571,1761824,1847597,1810441,2019-990,814698.4500000001,667606.9500000001,12000000,THE HISTORIC COCOA VILLAGE PLAYHOUSE INC,FL,711110.0,A65
332339,237348135,201812,105379,527977,633372,664840,633372,2019-990,285017.4,237589.65,12000000,THEATRE OF THE REPUBLIC INC,SC,711110.0,A65
332384,133369910,201906,90523,27252,120744,112644,129071,2019-990,58081.950000000004,12263.4,27252,LION WISE INC,NY,711130.0,A6B
332411,42621713,201905,2000,2115,4115,12213,4115,2019-990,1851.75,951.75,12000000,OPERA NEW ENGLAND OF CAPE COD INC,MA,711130.0,A6A
332425,160703048,201712,13420,0,41183,115393,61666,2019-990,27749.7,0.0,0,COLORED MUSICIANS CLUB OF BUFFALO NEW YORK INC,NY,711130.0,A68
332491,841450958,201806,126258,89389,217017,248327,219143,2019-990,98614.35,40225.05,89389,ST MARTINS CHAMBER CHOIR,CO,711130.0,A6B
332539,263523849,201812,124599,79231,234788,141185,244511,2019-990,110029.95,35653.950000000004,79231,MARIETTA CENTER FOR THE ARTS,PA,711110.0,A65
332576,510161752,201906,289459,27914,351251,338697,353633,2019-990,159134.85,12561.300000000001,27914,INTERNATIONAL TUBA-EUPHONIUM ASSO,AZ,711130.0,A68
332635,942776189,201812,39521,885890,925411,1013385,925411,2019-990,416434.95,398650.5,12000000,PERFORMING GROUPS FOR YOUTH,CA,711130.0,A6B
332668,161099230,201905,57145,40929,154991,115865,154991,2019-990,69745.95,18418.05,40929,GENEVA CONCERTS INC,NY,711130.0,A68
332739,946124107,201907,156227,473450,629679,637286,629679,2019-990,283355.55,213052.5,12000000,TOWN HALL THEATRE COMPANY INC,CA,711110.0,A65
332867,300137284,201812,132924,179482,312406,319307,312406,2019-990,140582.7,80766.90000000001,12000000,THE VILLAGE REPERTORY CO,SC,711110.0,A65
332875,273558706,201812,17448,22398,39846,31359,39846,2019-990,17930.7,10079.1,12000000,CONSIDER THIS INC,TN,711100.0,A60
332962,521335361,201806,44431,10210,65711,64694,71873,2019-990,32342.850000000002,4594.5,10210,DRUM POINT PROJECT INC,MD,711130.0,A68
333035,202501698,201812,127394,40918,195363,215360,218163,2019-990,98173.35,18413.100000000002,40918,SOUTHERN COLORADO REPERTORY THEATRE LTD,CO,711110.0,A65
333070,237070234,201906,981903,1037378,2028549,1990162,2028549,2019-990,912847.05,466820.10000000003,12000000,MOBILE SYMPHONY INC,AL,711130.0,A69
333143,593274090,201906,87305,411549,568874,519931,588633,2019-990,264884.85000000003,185197.05000000002,12000000,RITZ COMMUNITY THEATER PROJECT INC,FL,711110.0,A65
333244,860704574,201906,615,600,1216,1830,1216,2019-990,547.2,270.0,12000000,FOUR SEASONS ORCHESTRA,AZ,711130.0,A69
333295,464064528,201812,428560,26104,468164,346564,475255,2019-990,213864.75,11746.800000000001,26104,SERVANT STAGE COMPANY,PA,711110.0,A65
333320,131790739,201904,90885,1760,165292,328272,576667,2019-990,259500.15,792.0,1760,MUSICIANS FOUNDATION INC,NY,711130.0,A68
333471,911478538,201810,398067,516482,967222,1047829,967222,2019-990,435249.9,232416.9,12000000,HARLEQUIN PRODUCTIONS,WA,711110.0,A65
333490,465641081,201906,5462,0,5462,2987,5462,2019-990,2457.9,0.0,0,KISHWAUKEE CONCERT BAND,IL,711130.0,A6C
333522,452459893,201812,214841,111269,330195,326072,330526,2019-990,148736.7,50071.05,111269,MOVING ARTS ESPANOLA,NM,711120.0,A62
333569,830504523,201812,301020,465983,779726,1010876,871204,2019-990,392041.8,209692.35,12000000,CHARLESTON JAZZ,SC,711130.0,A6C
333797,41472000,201812,0,946461,1128165,979938,1128165,2019-990,507674.25,425907.45,12000000,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,MA,711110.0,A65
334179,621827891,201906,30600,56993,90186,148700,90186,2019-990,40583.700000000004,25646.850000000002,12000000,KNOXVILLE JAZZ ORCHESTRA,TN,711130.0,A69
334207,463131174,201907,40794,215975,256769,241095,256769,2019-990,115546.05,97188.75,12000000,CYT BATON ROUGE,LA,711100.0,A60
334318,203651331,201812,2622,5043,7665,8532,7665,2019-990,3449.25,2269.35,12000000,RENAISSANCE PROJECT INC,GA,711110.0,A65
334375,161681342,201812,148730,0,148730,197964,148730,2019-990,66928.5,0.0,0,TRILOGY AN OPERA COMPANY,NJ,711130.0,A6A
334411,351535790,201812,206545,975365,1200471,974778,1268703,2019-990,570916.35,438914.25,12000000,TRINITY COMMUNICATIONS GROUP INC,IN,711130.0,A6B
334438,386092467,201905,175805,58951,238450,194001,241687,2019-990,108759.15000000001,26527.95,58951,DEARBORN ORCHESTRAL SOCIETY INC,MI,711130.0,A69
334452,942879185,201812,1550069,149205,1699531,1988315,1699531,2019-990,764788.9500000001,67142.25,149205,DANCERS GROUP,CA,711120.0,A62
334621,752162301,201905,194257,6957,201318,136374,201318,2019-990,90593.1,3130.65,6957,BIG SPRING SYMPHONY ASSOCIATION INCORPORATED,TX,711130.0,A69
