,EIN,Tax Year,Name,NAME,STATE,NAICS,NTEEFINAL
445742,472867179,2015,CONCERTED CARE FOUNDATION INC NFP,CONCERTED CARE FOUNDATION INC NFP,MD,711130.0,A68
445765,472869307,2019,INSTITUTE FOR DUNHAM TECHNIQUE CERTIFICATION INC,INSTITUTE FOR DUNHAM TECHNIQUE CERTIFICATION INC,CA,711100.0,A60
445862,472876824,2017,JUST PLAY SMART INC,JUST PLAY SMART INC,PA,711110.0,A65
446000,472890552,2018,CARSON SYMPHONY INC,CARSON SYMPHONY INC,CA,711130.0,A69
446073,472899755,2019,DENISOV ANTREPRIZA,DENISOV ANTREPRIZA,TX,711100.0,A60
446134,472907206,2018,INSTABALLET,INSTABALLET,OR,711100.0,A60
446175,472911443,2017,MORA AREA COMMUNITY THEATRE INC,MORA AREA COMMUNITY THEATRE INC,MN,711110.0,A65
446242,472919526,2019,DANCING SUNSHINE INC,DANCING SUNSHINE INC,MD,711120.0,A62
446294,472925233,2019,MAKE MUSIC SEATTLE,MAKE MUSIC SEATTLE,WA,711130.0,A68
446339,472930493,2019,COMMUNITY ALLIANCE FOR STAGE AND THEATER COMMUNITY PRODUCTIONS INC,COMMUNITY ALLIANCE FOR STAGE AND THEATER COMMUNITY PRODUCTIONS INC,GA,711110.0,A65
446374,472935758,2019,SUGARGLASS THEATRE FOUNDATION INC,SUGARGLASS THEATRE FOUNDATION INC,NY,711110.0,A65
446403,472938563,2018,MEGAN FLYNN DANCE COMPANY,MEGAN FLYNN DANCE COMPANY,PA,711120.0,A62
446461,472944235,2017,INTERNATIONAL TUBA EUPHONIUM FOUNDATION,INTERNATIONAL TUBA EUPHONIUM FOUNDATION,AZ,711130.0,A6C
446508,472950481,2019,IALIGN DANCE COMPANY,IALIGN DANCE COMPANY,NC,711120.0,A62
446519,472951555,2019,GRIDIRON PRODUCTIONS INC,GRIDIRON PRODUCTIONS INC,AR,711110.0,A65
446572,472957094,2019,U DREAM I DANCE COMPANY,U DREAM I DANCE COMPANY,MD,711120.0,A62
446590,472958717,2019,JUST FOR FUN SINGERS,JUST FOR FUN SINGERS,OR,711130.0,A6B
446620,472962656,2019,HOPE AND HARMONY PERFORMING ARTS CENTER,HOPE AND HARMONY PERFORMING ARTS CENTER,NY,711100.0,A61
446648,472965153,2018,MISSION CHORUS INC,MISSION CHORUS INC,CA,711130.0,A6B
446649,472965335,2019,AGW DANCE ANGEL NETWORK,AGW DANCE ANGEL NETWORK,MI,711120.0,A62
446671,472967267,2016,CATHOUSE BLUES TNR & RESCUE INC,CATHOUSE BLUES TNR & RESCUE INC,OH,711130.0,A68
446709,472971368,2018,FANS OF THE CURTIS SESQUICENTENNIAL ORGAN,FANS OF THE CURTIS SESQUICENTENNIAL ORGAN,PA,711130.0,A68
446718,472973129,2016,BAY AREA GENERATIONS,BAY AREA GENERATIONS,CA,711100.0,A60
446792,472981351,2019,GLOBAL Z RECORDING PROJECT,GLOBAL Z RECORDING PROJECT,MD,711100.0,A60
446794,472981461,2017,MARTHA CARDONA OPERA,MARTHA CARDONA OPERA,NY,711130.0,A6A
446827,472984879,2019,OXNARD MUSICAL YOUTH THEATER,OXNARD MUSICAL YOUTH THEATER,CA,711110.0,A65
446862,472988465,2017,SAN JOSE MUSICAL THEATER,SAN JOSE MUSICAL THEATER,CA,711110.0,A65
446885,472991478,2019,JOE ORRACH PERFORMANCE PROJECT,JOE ORRACH PERFORMANCE PROJECT,CA,711100.0,A60
446900,472992646,2017,VELTWAY CORPORATION,VELTWAY CORPORATION,IL,711130.0,A68
446955,472997677,2019,PARENT BOOSTER USA INC,PARENT BOOSTER USA INC,TX,711120.0,A62
446997,473001447,2019,BOISE COMMUNITY BAND,BOISE COMMUNITY BAND,ID,711130.0,A6C
447004,473001858,2019,NANOOM HARMONY ORCHESTRA INC,NANOOM HARMONY ORCHESTRA INC,NJ,711130.0,A69
447030,473004197,2019,ORPHEUM THEATER AND PERFORMING ARTS ACADEMY,ORPHEUM THEATER AND PERFORMING ARTS ACADEMY,FL,711100.0,A60
447081,473008733,2016,CROWN MONARCHS YOUTH CHEER AND DANCE,CROWN MONARCHS YOUTH CHEER AND DANCE,CA,711120.0,A62
447120,473013491,2018,ROCK LIFE MEMPHIS INC,ROCK LIFE MEMPHIS INC,TN,711100.0,A60
447146,473015883,2019,SWAY KATZ INC,SWAY KATZ INC,VA,711130.0,A6C
447150,473016500,2019,FOUNDATION 154 INC,FOUNDATION 154 INC,AL,711100.0,A61
447199,473021341,2017,SECOND CHANCE TO DANCE DACHSHUND RESCUE,SECOND CHANCE TO DANCE DACHSHUND RESCUE,WY,711120.0,A62
447254,473028129,2019,BAY AREA OPERA COLLABORATIVE INC,BAY AREA OPERA COLLABORATIVE INC,CA,711130.0,A6A
447282,473032217,2018,BAND OF BROTHERS MICHIGAN,BAND OF BROTHERS MICHIGAN,MI,711130.0,A6C
447320,473036319,2019,LETS DANCE KIDS INC,LETS DANCE KIDS INC,CA,711120.0,A62
447364,473040340,2018,LEE COUNTY PIPES & DRUMS INC,LEE COUNTY PIPES & DRUMS INC,FL,711130.0,A6C
447424,473046936,2018,CHAMBER MUSIC ON THE FOX INC,CHAMBER MUSIC ON THE FOX INC,IL,711130.0,A6C
447479,473052232,2019,LIVING ROOM THEATRE,LIVING ROOM THEATRE,VT,711110.0,A65
447512,473055494,2019,LORD STIRLING THEATER COMPANY INC,LORD STIRLING THEATER COMPANY INC,NJ,711110.0,A65
447548,473058914,2016,SECRET CITY,SECRET CITY,GA,711120.0,A62
447560,473060814,2019,HAWAII CONCERT BAND,HAWAII CONCERT BAND,HI,711130.0,A6C
447573,473062169,2019,SOUTH TEXAS PIANO COMPETITION,SOUTH TEXAS PIANO COMPETITION,TX,711130.0,A68
447584,473063093,2019,OKEFENOKEE PERCUSSION THEATRE,OKEFENOKEE PERCUSSION THEATRE,GA,711110.0,A65
447593,473063961,2016,BIG BAND BASH,BIG BAND BASH,CO,711130.0,A6C
447619,473066203,2019,WHOLE MUSICIAN,WHOLE MUSICIAN,TX,711130.0,A68
447666,473071282,2015,BOOTLEGGER BELLES AND BEAUS,BOOTLEGGER BELLES AND BEAUS,FL,711120.0,A62
447689,473073421,2016,R Q ENTERPRISES,R Q ENTERPRISES,TX,711100.0,A60
447718,473076831,2019,UNMASQUED,UNMASQUED,TX,711110.0,A65
447849,473089363,2018,HANNAH CALLOWHILL STAGE,HANNAH CALLOWHILL STAGE,PA,711110.0,A65
447928,473098035,2019,JEFFERSON STATE CHORAL COALITION,JEFFERSON STATE CHORAL COALITION,OR,711130.0,A6B
447997,473104586,2019,URBAN PLAYGROUND CHAMBER ORCHESTRA COMPANY,URBAN PLAYGROUND CHAMBER ORCHESTRA COMPANY,NY,711130.0,A69
448161,473121893,2019,Hope Symphony Inc,HOPE SYMPHONY INC,FL,711130.0,A69
448217,473127348,2019,GHARANA MUSIC FOUNDATION INC,GHARANA MUSIC FOUNDATION INC,NY,711130.0,A68
448289,473133018,2018,CONTRABURNERS,CONTRABURNERS,CA,711120.0,A62
448373,473139419,2018,LOCAL 23 MUSIC PERFORMANCE FUND,LOCAL 23 MUSIC PERFORMANCE FUND,TX,711130.0,A68
448399,473142118,2019,VIOLA DA GAMBA SOCIETY - CASCADIA,VIOLA DA GAMBA SOCIETY - CASCADIA,OR,711130.0,A68
448457,473146585,2019,DEAR MUSIC,DEAR MUSIC,TN,711130.0,A68
448470,473148082,2017,PRAISE DANCE FLASH MOB INC,PRAISE DANCE FLASH MOB INC,VA,711120.0,A62
448505,473151806,2019,PLAY ON CHICAGO,PLAY ON CHICAGO,IL,711110.0,A65
448540,473155962,2018,PARENT BOOSTER USA INC,PARENT BOOSTER USA INC,VA,711110.0,A65
448594,473162123,2018,MISSION VALLEY LIVE,MISSION VALLEY LIVE,MT,711100.0,A60
448670,473170850,2017,Melomane,MELOMANE,OR,711130.0,A68
448674,473171105,2016,WESTCHASE COMMUNITY THEATRE,WESTCHASE COMMUNITY THEATRE,FL,711110.0,A65
448686,473172130,2019,HENDERSONVILLE COMMUNITY MUSIC CENTER,HENDERSONVILLE COMMUNITY MUSIC CENTER,NC,711130.0,A68
448703,473174025,2018,CHRISTMAS VALLEY MUSIC FESTIVAL,CHRISTMAS VALLEY MUSIC FESTIVAL,OR,711130.0,A68
448815,473183942,2018,PINE-RICHLAND UNIFIED BOOSTER ORGANIZATION,PINE-RICHLAND UNIFIED BOOSTER ORGANIZATION,PA,711130.0,A69
448861,473189753,2019,JEFF TOLMAN MUSIC AWARD,JEFF TOLMAN MUSIC AWARD,ME,711130.0,A68
448928,473196621,2019,CONSTELLATION MENS ENSEMBLE,CONSTELLATION MENS ENSEMBLE,IL,711130.0,A6C
448932,473197411,2018,AMERICAN MUSIC PROJECT,AMERICAN MUSIC PROJECT,IL,711130.0,A68
448999,473201748,2019,JAKE FOERSTER MUSIC ARTS FUND,JAKE FOERSTER MUSIC ARTS FUND,CO,711130.0,A68
449023,473204135,2015,SHAKE ON THE LAKE INC,SHAKE ON THE LAKE INC,NY,711110.0,A65
449032,473204612,2018,FAMILY THEATRE FOR PERFORMING ARTS INC,FAMILY THEATRE FOR PERFORMING ARTS INC,GA,711100.0,A60
449046,473206405,2019,NO DOMINION THEATRE INC,NO DOMINION THEATRE INC,NJ,711110.0,A65
449052,473207143,2019,MUSIC 4 MINORS,MUSIC 4 MINORS,CA,711130.0,A68
449068,473208534,2019,ODISSI DANCE COMPANY,ODISSI DANCE COMPANY,TX,711120.0,A62
449096,473211093,2019,PHILLIPS COUNTY PLAYERS,PHILLIPS COUNTY PLAYERS,CO,711110.0,A65
449097,473211153,2019,HIGH DESERT BIG BAND,HIGH DESERT BIG BAND,NM,711130.0,A6C
449169,473217974,2019,PALMETTO BAY BALLET CORP,PALMETTO BAY BALLET CORP,FL,711120.0,A63
449257,473227019,2018,SOMETHING MARVELOUS INC,SOMETHING MARVELOUS INC,IL,711110.0,A65
449323,473232663,2019,PLYMOUTH ROCKERS PERFORMING SENIOR CHORUS,PLYMOUTH ROCKERS PERFORMING SENIOR CHORUS,MN,711130.0,A6B
449330,473233286,2019,CURTAIN CALLED COMMUNITY BASED DRAMA MINISTRY INC,CURTAIN CALLED COMMUNITY BASED DRAMA MINISTRY INC,PA,711110.0,A65
449333,473233500,2019,DREAM ROYAL ORGANIZATION INC,DREAM ROYAL ORGANIZATION INC,FL,711100.0,A60
449412,473241223,2019,SKY DANCE STUDIO OF FL INC,SKY DANCE STUDIO OF FL INC,FL,711120.0,A62
449446,473245262,2019,LAKE REGION COMMUNITY CHORUS INC,LAKE REGION COMMUNITY CHORUS INC,ME,711130.0,A6B
449449,473245370,2016,CAMERATA NOTTURNA INC,CAMERATA NOTTURNA INC,NY,711130.0,A69
449499,473250632,2019,PLAY & LEARN COMMUNITY OUTREACH INC,PLAY & LEARN COMMUNITY OUTREACH INC,AR,711110.0,A65
449576,473261373,2016,ALLEGRO CHORALE INC,ALLEGRO CHORALE INC,IL,711130.0,A6B
449577,473261377,2019,SOARING BEYOND OUR LIMITS INC,SOARING BEYOND OUR LIMITS INC,FL,711100.0,A60
449582,473261741,2016,THE STARS OF NEW YORK DANCE INC,STARS OF NEW YORK DANCE INC,NY,711120.0,A62
449642,473268303,2015,GIFT OF MUSIC FOUNDATION INC,GIFT OF MUSIC FOUNDATION INC,GA,711130.0,A68
449674,473271589,2019,Hoosier Shakes Inc,HOOSIER SHAKES INC,IN,711110.0,A65
449681,473272466,2019,BRASS TACKS ENSEMBLE,BRASS TACKS ENSEMBLE,MI,711130.0,A6C
449713,473275171,2018,BLACK BOX THEATRE COMPANY INC,BLACK BOX THEATRE COMPANY INC,IN,711110.0,A65
449753,473279742,2019,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,NV,711130.0,A6B
449760,473280304,2018,UPPER PENINSULA SHAKESPEARE FESTIVAL,UPPER PENINSULA SHAKESPEARE FESTIVAL,MI,711110.0,A65
449769,473281204,2018,PARENT BOOSTER USA INC,PARENT BOOSTER USA INC,AZ,711120.0,A62
449796,473284173,2019,GRUPO ESCENAS INC,GRUPO ESCENAS INC,FL,711100.0,A60
449817,473286277,2018,RAPIDAN ORCHESTRA,RAPIDAN ORCHESTRA,VA,711130.0,A69
449878,473290729,2019,ASHEVILLE MUSIC PROFESSIONALS INC,ASHEVILLE MUSIC PROFESSIONALS INC,NC,711130.0,A68
449898,473293014,2017,Backpackers Art Center,BACKPACKERS ART CENTER,TN,711100.0,A61
449981,473301377,2015,LUMINARY ARTS CORPORATION,LUMINARY ARTS CORPORATION,CA,711100.0,A60
449990,473301797,2019,ASHBY BAND INC,ASHBY BAND INC,MA,711130.0,A6C
450083,473312090,2019,ORCHESTRA SUL PONTICELLO,ORCHESTRA SUL PONTICELLO,AL,711130.0,A69
450088,473312445,2013,RUDE MECHANICALS,RUDE MECHANICALS,WA,711110.0,A65
450235,473325853,2019,SCOTT ALLAN MATHEWS MUSIC INC,SCOTT ALLAN MATHEWS MUSIC INC,OK,711130.0,A68
450259,473327633,2019,MADEIN BAHIA INC,MADEIN BAHIA INC,CA,711100.0,A60
450260,473327636,2019,PRELUDE STRING ORCHESTRA,PRELUDE STRING ORCHESTRA,MI,711130.0,A69
450283,473329559,2019,CORNERSTONE THEATRE ARTS INC,CORNERSTONE THEATRE ARTS INC,NY,711110.0,A65
450292,473330658,2019,AUSTIN KOREAN HARMONY INC,AUSTIN KOREAN HARMONY INC,TX,711130.0,A6B
450326,473333479,2019,KRISTI FAULKNER DANCE,KRISTI FAULKNER DANCE,MI,711120.0,A62
450369,473338048,2018,CENTER CITY CONCERTS AT ST PETERS INC,CENTER CITY CONCERTS AT ST PETERS INC,NC,711130.0,A68
450370,473338091,2016,DOROTHY COTTON JUBILEE SINGERS INC,DOROTHY COTTON JUBILEE SINGERS INC,NY,711130.0,A6B
450437,473345312,2018,PINE-RICHLAND UNIFIED BOOSTER ORGANIZATION,PINE-RICHLAND UNIFIED BOOSTER ORGANIZATION,PA,711130.0,A6B
450494,473350368,2019,BIG TENT THEATRE TROUPE,BIG TENT THEATRE TROUPE,CA,711110.0,A65
450525,473352255,2015,CRY HAVOC THEATER COMPANY,CRY HAVOC THEATER COMPANY,TX,711110.0,A65
450552,473355082,2019,GLASTONBURY CHORUS INC,GLASTONBURY CHORUS INC,CT,711130.0,A6B
450554,473355273,2018,INTERNATIONAL CHAMBER ORCHESTRA OF AMERICA INC,INTERNATIONAL CHAMBER ORCHESTRA OF AMERICA INC,NY,711130.0,A69
450626,473362447,2019,CHAMBER MUSIC WITH FRIENDS INC,CHAMBER MUSIC WITH FRIENDS INC,FL,711130.0,A6C
450649,473364959,2018,WASHINGTON PHILHARMONIC YOUTH ORCHESTRA,WASHINGTON PHILHARMONIC YOUTH ORCHESTRA,DC,711130.0,A69
450661,473366383,2019,RAD BOOSTERS,RAD BOOSTERS,CA,711120.0,A62
450788,473377828,2019,MERRIMACK VALLEY MUSIC & ARTS,MERRIMACK VALLEY MUSIC & ARTS,MA,711130.0,A68
450806,473379233,2018,JUST PLAY COMMUNITY PROGRAMS CORPORATION,JUST PLAY COMMUNITY PROGRAMS CORPORATION,MD,711110.0,A65
450870,473384919,2016,GREAT LAKES INTERNATIONAL IRISH DANCE BOOSTER CLUB,GREAT LAKES INTERNATIONAL IRISH DANCE BOOSTER CLUB,MI,711120.0,A62
450871,473384920,2019,ACT RISK NO MORE COMPANY,ACT RISK NO MORE COMPANY,UT,711110.0,A65
450884,473386601,2019,RIVERSONG MUSIC GROUP,RIVERSONG MUSIC GROUP,NE,711130.0,A68
450995,473397387,2018,DANIELLE VICTORIA MUSIC FOUNDATION,DANIELLE VICTORIA MUSIC FOUNDATION,AZ,711130.0,A68
451001,473397693,2019,SWEET SPOT AERIAL PRODUCTIONS INC,SWEET SPOT AERIAL PRODUCTIONS INC,DC,711100.0,A60
451018,473399166,2019,KEYS4HOPE,KEYS4HOPE,CA,711130.0,A68
451057,473402876,2019,SOUNDS OF ACOUSTIC RECOVERY,SOUNDS OF ACOUSTIC RECOVERY,TN,711130.0,A68
451088,473405450,2019,SOUTHLAND ENSEMBLE INC,SOUTHLAND ENSEMBLE INC,CA,711130.0,A6C
451146,473410062,2019,FAYEROWE PRESERVATION OF HISTORICAL MUSIC NFP,FAYEROWE PRESERVATION OF HISTORICAL MUSIC NFP,IL,711130.0,A68
451153,473410905,2019,MANY MOODS CHOIR AND ORCHESTRA,MANY MOODS CHOIR AND ORCHESTRA,MO,711130.0,A69
451171,473412361,2016,LIMESTONE PERSIMMON THEATRE COMPANY INC,THEATREWORKS OF SOUTHERN INDIANA INC,IN,711110.0,A65
451194,473414783,2015,BOLLYWOOD DANCE SCENE,BOLLYWOOD DANCE SCENE,MN,711120.0,A62
451197,473415118,2019,MODERN SYMPHONY ORCHESTRA INC,MODERN SYMPHONY ORCHESTRA INC,NY,711130.0,A69
451218,473416493,2017,INFINITE FLOW - A WHEELCHAIR DANCE COMPANY,INFINITE FLOW - A WHEELCHAIR DANCE COMPANY,CA,711120.0,A62
451220,473416692,2018,WHITE KNUCKLES PRODUCTIONS INC,WHITE KNUCKLES PRODUCTIONS INC,NY,711100.0,A60
451258,473420149,2015,CARLISLE CHAMBER ORCHESTRA,CARLISLE CHAMBER ORCHESTRA,MA,711130.0,A69
451281,473422605,2019,MAINE GAY MENS CHORUS INCORPORATED,MAINE GAY MENS CHORUS INCORPORATED,ME,711130.0,A6B
451290,473423079,2019,WE PRACTICE PIANO AND MORE INC,WE PRACTICE PIANO AND MORE INC,NC,711130.0,A68
451329,473427906,2019,FUERTA DANCE COMPANY INC,FUERTA DANCE COMPANY INC,GA,711120.0,A62
451368,473431200,2018,MAIN STREET CHILDRENS THEATER NFP,MAIN STREET CHILDRENS THEATER NFP,IL,711110.0,A65
451385,473432836,2017,LARA LANDON MUSIC,LARA LANDON MUSIC,TN,711130.0,A68
451448,473437636,2019,Delta Community Choir,DELTA COMMUNITY CHOIR,MI,711130.0,A6B
451459,473439084,2019,KEEP CHILDREN ROCKIN,KEEP CHILDREN ROCKIN,AZ,711130.0,A68
451491,473441374,2015,SACRAMENTO COMEDY FOUNDATION,SACRAMENTO COMEDY SPOT,CA,711110.0,A65
451564,473448377,2018,PANORAMA ARTS,PANORAMA ARTS,MI,711110.0,A65
451580,473450199,2018,PROJECT FORTE INC,PROJECT FORTE INC,CA,711100.0,A60
451586,473450649,2018,CATAWBA VALLEY NEW HORIZONS MUSIC,CATAWBA VALLEY NEW HORIZONS MUSIC,NC,711130.0,A68
451619,473453612,2018,CALLING CHRISTIAN DANCE CORPORATION,CALLING CHRISTIAN DANCE CORPORATION,FL,711120.0,A62
451622,473453877,2017,CENTRAL INDIANA TRACK SHOW ASSOCIATION INC,CENTRAL INDIANA TRACK SHOW ASSOCIATION INC,IN,711130.0,A68
451640,473455509,2019,48 HOURS THEATRE INC,48 HOURS THEATRE INC,CA,711110.0,A65
451665,473458320,2019,SONORO CHORAL SOCIETY,SONORO CHORAL SOCIETY,WA,711130.0,A6B
451744,473466887,2019,LEYUE PERFORMING ARTS,LEYUE PERFORMING ARTS,KS,711100.0,A60
451787,473472153,2019,OUR CHILDREN OUR PLANET INC,OUR CHILDREN OUR PLANET INC,IN,711130.0,A68
451869,473479662,2019,CHITRAKAAVYA DANCE,CHITRAKAAVYA DANCE,UT,711120.0,A62
451870,473479675,2019,DANCE SOUTH COMMUNITY DEVELOPMENT GROUP,DANCE SOUTH COMMUNITY DEVELOPMENT GROUP,SC,711120.0,A62
451871,473479724,2019,WARRIOR CRY MUSIC PROJECT,WARRIOR CRY MUSIC PROJECT,TX,711130.0,A68
451947,473488402,2019,VERSAKATS INC,VERSAKATS INC,MD,711110.0,A65
451981,473491590,2015,HOLMES CENTER FOR THE ARTS LTD,HOLMES CENTER FOR THE ARTS LTD,OH,711100.0,A61
452017,473494534,2019,KEYSTONE MUSICAL ARTS CENTER,KEYSTONE MUSICAL ARTS CENTER,PA,711130.0,A68
452030,473495524,2019,MON YOUGH CHORALE,MON YOUGH CHORALE,PA,711130.0,A6B
452053,473497883,2017,ANDI JONES MUSIC & PRODUCTIONS,ANDI JONES MUSIC & PRODUCTIONS,CA,711130.0,A68
452103,473501156,2019,MAD4CHARITY MUSIC ART AND DANCE FOR CHARITY,MAD4CHARITY MUSIC ART AND DANCE FOR CHARITY,CA,711120.0,A62
452120,473502880,2019,BUFFALO THEATRE FOUNDATION,BUFFALO THEATRE FOUNDATION,OK,711110.0,A65
452128,473503814,2019,PLAY SMART LITERACY INC,PLAY SMART LITERACY INC,IL,711110.0,A65
452162,473507471,2018,NEXT STAGES INC,NEXT STAGES INC,MD,711110.0,A65
452199,473510884,2019,YOUNG ARTIST PERFORMANCES INC,YOUNG ARTIST PERFORMANCES INC,SC,711130.0,A68
452238,473514889,2019,GATE THEATER GROUP LTD,GATE THEATER GROUP LTD,IN,711110.0,A65
452313,473522163,2016,DIFFERENT STAGES THEATER COMPANY,DIFFERENT STAGES THEATER COMPANY,IN,711110.0,A65
452318,473522878,2015,STUDIO PLAYERS INC,STUDIO PLAYERS INC,FL,711110.0,A65
452412,473531998,2019,MICHIGAN SANGEETHA NATYA ACADEMY,MICHIGAN SANGEETHA NATYA ACADEMY,MI,711100.0,A60
452413,473532071,2015,BALLET BRAZOS,BALLET BRAZOS,TX,711120.0,A63
452435,473534647,2016,BAND OF BUTCHERS,BAND OF BUTCHERS,NC,711130.0,A6C
452482,473538370,2018,PARENT BOOSTER USA INC,PARENT BOOSTER USA INC,AZ,711100.0,A60
452496,473540074,2018,AMERICAN HARP SOCIETY,AMERICAN HARP SOCIETY,NY,711130.0,A68
452511,473541721,2017,BACKYARD RENAISSANCE THEATRE COMPANY,BACKYARD RENAISSANCE THEATRE COMPANY,CA,711110.0,A65
452526,473543143,2014,THE VANGUARD THEATER COMPANY,THE VANGUARD THEATER COMPANY,NJ,711110.0,A65
452600,473550891,2019,SEATTLE THEATERWALA,SEATTLE THEATERWALA,WA,711110.0,A65
452625,473552801,2019,THEATERFIRST PRODUCTIONS INC,THEATERFIRST PRODUCTIONS,NY,711110.0,A65
452637,473553939,2016,WEST SIDE SHOW ROOM,WEST SIDE SHOW ROOM,IL,711110.0,A65
452666,473556964,2018,ILSE NEWELL FUND FOR THE PERFORMING ARTS,ILSE NEWELL FUND FOR THE PERFORMING ARTS,FL,711100.0,A60
452730,473564887,2019,SPIN INC,SPIN INC,MI,711130.0,A68
452758,473567502,2019,JAZZ ARTISTS RESOURCE,JAZZ ARTISTS RESOURCE,IL,711130.0,A6C
452784,473570825,2015,LIMELIGHT PERFORMING ARTS,LIMELIGHT PERFORMING ARTS,AZ,711100.0,A60
452791,473571668,2019,21ST CENTURY CHORALE NFP,21ST CENTURY CHORALE NFP,IL,711130.0,A6B
452805,473572722,2019,MOUNTAIN VIEW THEATER BOOSTERS,MOUNTAIN VIEW THEATER BOOSTERS,WA,711110.0,A65
452810,473573874,2019,LOCAL 17 MUSIC FUND INC,LOCAL 17 MUSIC FUND INC,PA,711130.0,A68
452881,473580771,2019,DRAMA ROCKS INC,DRAMA ROCKS INC,MD,711110.0,A65
452934,473585393,2018,SUNSET CHAMBERFEST,SUNSET CHAMBERFEST,CA,711130.0,A68
452960,473587572,2019,BEVERLY BLOSSOM FOUNDATION,BEVERLY BLOSSOM FOUNDATION,IL,711120.0,A62
452995,473591135,2019,CHURCH CIRCLE SINGERS INC,CHURCH CIRCLE SINGERS INC,MD,711130.0,A6B
453008,473592997,2017,INTERACTION INITIATIVE INC,INTERACTION INITIATIVE INC,IN,711110.0,A65
453009,473593040,2019,CONTRA COSTA WIND SYMPHONY INC,CONTRA COSTA WIND SYMPHONY INC,CA,711130.0,A69
453018,473593639,2019,FIVE TOOL PLAYERS,FIVE TOOL PLAYERS,TX,711110.0,A65
453031,473594910,2019,WEST TN CHORO CO,WEST TN CHORO CO,TN,711130.0,A68
453062,473598014,2018,DANCE WITH YOUR HEART INC,DANCE WITH YOUR HEART INC,OH,711120.0,A62
453095,473600520,2019,GET OUT AND PLAY FOUNDATION,GET OUT AND PLAY FOUNDATION,PA,711110.0,A65
453174,473608422,2019,WEST VALLEY WIND ENSEMBLE INC,WEST VALLEY WIND ENSEMBLE INC,AZ,711130.0,A6C
453222,473614005,2019,GIRLS ROCK DETROIT,GIRLS ROCK DETROIT,MI,711130.0,A68
453226,473614363,2017,COMMUNITY ART PLAYERS,COMMUNITY ART PLAYERS,MO,711110.0,A65
453241,473616299,2019,SQUARE DANCE MINNESOTA INC,SQUARE DANCE MINNESOTA INC,MN,711120.0,A62
453260,473617948,2018,MINNESOTA HAITIAN CULTURAL CENTER,MINNESOTA HAITIAN CULTURAL CENTER,MN,711120.0,A62
453276,473619291,2018,PARENT BOOSTER USA INC,PARENT BOOSTER USA INC,MN,711130.0,A69
453301,473621237,2019,COMMUNITY THEATRE OF EAST TEXAS,COMMUNITY THEATRE OF EAST TEXAS,TX,711110.0,A65
453317,473623178,2019,MANATEE CONCERT BAND INC,MANATEE CONCERT BAND INC,FL,711130.0,A6C
453369,473627131,2019,TALL ONE OUTREACH MINISTRIES INC,TALL ONE OUTREACH MINISTRIES INC,NC,711100.0,A60
453371,473627544,2019,GRAND MARAIS MUSIC COLLABORATIVE,GRAND MARAIS MUSIC COLLABORATIVE,MN,711130.0,A68
453413,473632089,2019,SQUARE DANCE MINNESOTA INC,SQUARE DANCE MINNESOTA INC,MN,711120.0,A62
453460,473635780,2019,RIVERSIDE PIPES AND DRUMS FOUNDATION INC,RIVERSIDE PIPES AND DRUMS FOUNDATION INC,CA,711120.0,A63
453461,473635788,2019,CHARLESTON SWING ERA DANCE ASSOCIATION,CHARLESTON SWING ERA DANCE ASSOCIATION,SC,711120.0,A62
453484,473638413,2015,LGBTEA DANCES,LGBT EQUALITY ALLIANCE,PA,711120.0,A62
453577,473647374,2019,SOLON COMMUNITY BAND INC,SOLON COMMUNITY BAND INC,OH,711130.0,A6C
453657,473655639,2019,SOUTH POINTE BALLET,SOUTH POINTE BALLET,SC,711120.0,A63
453699,473661012,2018,MLG PRODUCTIONS INC,MLG PRODUCTIONS INC,FL,711100.0,A60
453793,473671249,2018,CINEDEVINE JAZZ PRESERVATION INC,CINEDEVINE JAZZ PRESERVATION INC,OH,711130.0,A6C
453834,473674439,2019,SQUARE DANCE MINNESOTA INC,SQUARE DANCE MINNESOTA INC,MN,711120.0,A62
453836,473674563,2017,VIOLA LIUZZO PARK ASSOCIATIO,VIOLA LIUZZO PARK ASSOCIATIO,MI,711130.0,A68
453837,473674586,2018,CIRCUS COLLECTIVE OF SAN DIEGO,CIRCUS COLLECTIVE OF SAN DIEGO,CA,711100.0,A60
453855,473676929,2018,Laguna Niguel Community Theatre,LAGUNA NIGUEL COMMUNITY THEATRE,CA,711110.0,A65
453888,473680872,2019,SQUARE DANCE MINNESOTA INC,SQUARE DANCE MINNESOTA INC,MN,711120.0,A62
453914,473683608,2015,TANGO FOR ALL INC,TANGO FOR ALL INC,FL,711100.0,A60
453917,473683877,2018,VERGE THEATER COMPANY,VERGE THEATER COMPANY,TN,711110.0,A65
453976,473690181,2019,LEND ME A THEATER,LEND ME A THEATER,NH,711110.0,A65
454033,473696596,2019,SQUARE DANCE MINNESOTA INC,SQUARE DANCE MINNESOTA INC,MN,711120.0,A62
454072,473699545,2019,THEATRE PARTNERS INC,THEATRE PARTNERS INC,NY,711110.0,A65
454119,473704140,2017,DOWNTOWN THEATRE GROUP,DOWNTOWN THEATRE GROUP,NV,711110.0,A65
454156,473708423,2019,GEORGE WASHINGTON UNIVERSITY BAND ALUMNI AND FRIENDS,GEORGE WASHINGTON UNIVERSITY BAND ALUMNI AND FRIENDS,VA,711130.0,A6C
