,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
318487,129909.0,58459.05,1599622.6500000001,134140412,5,2019-990,3243321,129909,3554717,201803,4051879,3373643,AMERICAN ASSOCIATES OF THE NATIONAL THEATRE INC,NY,711110.0,A65
318488,127471.05,84439.8,127471.05,770423700,0,2019-990,37669,187644,283269,201807,274457,281291,CONEJO OAKS SYMPHONY INC,CA,711130.0,A69
318544,0.0,0.0,109922.40000000001,61408420,0,2019-990,4498,0,244272,201808,175257,167907,KFK DANCING FOR LIFE INC,CT,711120.0,A62
318562,18.0,8.1,16337.25,421619796,0,2019-990,36287,18,36305,201808,47691,36305,FRANKLIN THEATRE WORKS INC,NJ,711110.0,A65
318707,1605374.0,722418.3,2708532.9,546024033,382,2019-990,3850856,1605374,6018962,201806,6249005,5899362,RICHMOND SYMPHONY,VA,711130.0,A69
318735,39558.0,17801.100000000002,114857.1,770572986,0,2019-990,215623,39558,255238,201806,284220,229497,SIMONDS MUSIC AND TECHNOLOGY FOUNDATION,CA,711130.0,A68
318736,1050252.75,671221.8,1050252.75,941347081,85,2019-990,623971,1491604,2333895,201806,2212255,2239985,SACRAMENTO THEATRE COMPANY,CA,711110.0,A65
318767,456529.5,378874.8,456529.5,223212405,20,2019-990,136450,841944,1014510,201808,982929,986818,WESTRICK MUSIC ACADEMY INC,NJ,711130.0,A68
318776,87795.0,39507.75,114126.3,352438992,3,2019-990,165764,87795,253614,201806,266754,253614,MUSIC FOR SENIORS,TN,711130.0,A68
318800,102899.25,73282.05,102899.25,270524329,4,2019-990,65816,162849,228665,201806,225501,228665,BALLET FRONTIER OF TEXAS,TX,711120.0,A63
318860,1008606.0,453872.7,1275584.85,42664784,95,2019-990,1634155,1008606,2834633,201806,2599923,2720863,MERRIMACK REPERTORY THEATRE,MA,711110.0,A65
318900,27447.0,12351.15,157491.9,201469255,18,2019-990,322482,27447,349982,201805,294219,349982,R E S P E C T 2,NE,711110.0,A65
318923,0.0,0.0,190619.55000000002,742778141,3,2019-990,281571,0,423599,201805,117006,251357,TEMPLE SYMPHONY ORCHESTRA,TX,711130.0,A69
318955,402655.95,311802.75,402655.95,237311352,9,2019-990,160003,692895,894791,201808,820508,869145,ENCORE STAGE & STUDIO INC,VA,711110.0,A65
319013,847358.0,381311.10000000003,2811673.8000000003,131951681,20,2019-990,1644716,847358,6248164,201806,3390468,2984352,YOUNG CONCERT ARTISTS INC,NY,711130.0,A68
319043,366952.05,186072.75,366952.05,541588760,77,2019-990,199506,413495,815449,201806,852074,776393,VIRGINIA MUSICAL THEATRE INC,VA,711130.0,A68
319116,84491.0,38020.950000000004,107506.8,721130981,9,2019-990,154413,84491,238904,201808,263620,238904,OF MOVING COLORS PRODUCTIONS,LA,711100.0,A60
319124,58950.450000000004,39841.200000000004,58950.450000000004,273214294,0,2019-990,26825,88536,131001,201805,116814,131001,LOUISIANA ASSOCIATION FOR HEALTH PHYSICAL EDUCATION RECREATION &,LA,711120.0,A62
319130,63935.0,28770.75,244843.2,356042479,3,2019-990,214530,63935,544096,201806,393745,364422,RICHMOND SYMPHONY ORCHESTRA ASSOCIATION,IN,711130.0,A69
319148,205913.25,104250.6,205913.25,436050074,1,2019-990,169649,231668,457585,201806,418573,406980,BACH SOCIETY OF ST LOUIS,MO,711130.0,A68
319244,365370.3,286448.85000000003,365370.3,390981929,7,2019-990,94047,636553,811934,201806,716680,796282,RACINE THEATRE GUILD INC,WI,711110.0,A65
319282,173602.80000000002,133779.6,173602.80000000002,203851091,12,2019-990,66495,297288,385784,201808,467255,376786,UPTOWN MUSIC COLLECTIVE,PA,711130.0,A68
319287,6315384.15,4269645.0,6315384.15,911077130,615,2019-990,3820644,9488100,14034187,201808,13232055,13783831,VILLAGE THEATRE,WA,711110.0,A65
319289,79526.0,35786.700000000004,129226.5,440649933,55,2019-990,146719,79526,287170,201806,285725,274908,ST JOSEPH SYMPHONY SOCIETY INC,MO,711130.0,A69
319380,0.0,0.0,38175.75,222508469,0,2019-990,0,0,84835,201809,0,-3319,AROOSTOOK TITLE COMPANY,ME,711100.0,A60
319457,234558.0,139685.4,234558.0,412168110,15,2019-990,208931,310412,521240,201806,504075,512735,BALLET FANTASTIQUE,OR,711120.0,A63
319553,237368.0,106815.6,299090.7,560766762,7,2019-990,374687,237368,664646,201808,775008,664646,PIEDMONT PLAYERS THEATRE INC,NC,711110.0,A65
319564,201635.1,108999.45,201635.1,860621710,16,2019-990,194641,242221,448078,201806,510572,433765,PHOENIX GIRLS CHORUS INC,AZ,711130.0,A6B
319604,73511.1,50233.5,73511.1,680568213,10,2019-990,18487,111630,163358,201808,135253,148286,VIRGINIA MUSIC ADVENTURES INC,VA,711130.0,A68
319607,124786.35,57603.15,124786.35,840580443,0,2019-990,140742,128007,277303,201806,274098,269015,PUEBLO SYMPHONY ASSOCIATION,CO,711130.0,A69
319667,82001.0,36900.450000000004,106128.0,750888979,4,2019-990,91772,82001,235840,201806,231967,233069,SAN ANGELO CIVIC THEATRE,TX,711110.0,A65
319678,34282.0,15426.9,123295.95,474484086,0,2019-990,239632,34282,273991,201808,267796,273991,GIVING VOICE INITIATIVE,MN,711130.0,A6B
319703,13685.4,11144.25,13685.4,941708572,0,2019-990,0,24765,30412,201809,7489,30412,TULARE LOCAL DEVELOPMENT COMPANY,CA,711100.0,A60
319850,122722.2,90776.25,122722.2,593263127,0,2019-990,70540,201725,272716,201806,278355,272716,FLORIDA DANCE THEATRE INC,FL,711120.0,A62
319870,1343751.75,665103.6,1343751.75,320074004,43,2019-990,1042703,1478008,2986115,201806,2590405,2624248,SOUTH ORANGE PERFORMING ARTS CENTER INC,NJ,711100.0,A61
319978,140556.6,73117.8,140556.6,840611954,3,2019-990,149824,162484,312348,201806,302936,312348,LONGMONT SYMPHONY SOCIETY INC,CO,711130.0,A69
319993,163675.35,135177.75,163675.35,680028068,0,2019-990,63328,300395,363723,201808,338771,363723,DAVIS MUSICAL THEATRE COMPANY,CA,711110.0,A65
320039,884996.0,398248.2,1115001.0,222317557,38,2019-990,1385431,884996,2477780,201806,1422699,2369696,EMPIRE STATE YOUTH ORCHESTRA,NY,711130.0,A69
320053,107517.6,51818.4,107517.6,742243276,5,2019-990,102661,115152,238928,201806,243625,232035,LARIMER CHORAL SOCIETY,CO,711130.0,A6B
320064,1178574.75,788456.25,1178574.75,742093696,243,2019-990,719469,1752125,2619055,201808,2854484,2514776,MAIN STREET THEATER HOUSTON,TX,711110.0,A65
320086,3205250.0,1442362.5,3230398.8000000003,237398683,237,2019-990,2925871,3205250,7178664,201808,6704343,6758543,PITTSBURGH PUBLIC THEATER CORPORATION,PA,711110.0,A65
320125,535853.25,313753.05,535853.25,341345369,8,2019-990,347858,697229,1190785,201806,1068201,1190785,TIFFIN THEATRE INC,OH,711100.0,A60
320131,1192830.0,536773.5,1589929.2,431761629,29,2019-990,2323072,1192830,3533176,201805,3552282,3533176,JAZZ ST LOUIS,MO,711130.0,A68
320159,39060.0,17577.0,141741.45,636045261,2,2019-990,194365,39060,314981,201805,313712,314981,MOBILE OPERA INC,AL,711130.0,A6A
320207,125144.0,56314.8,203853.6,132968079,28,2019-990,320303,125144,453008,201806,393915,453008,H T DANCE COMPANY-CHEN DANCE CENTER,NY,711120.0,A62
320212,81676.0,36754.200000000004,86365.35,30547060,0,2019-990,97909,81676,191923,201808,173371,182960,AUDREY HERMAN SPOTLIGHTERS THEATRE INC,MD,711110.0,A65
320303,156274.0,70323.3,215871.30000000002,411753681,36,2019-990,269005,156274,479714,201808,415776,455952,YOUTH PERFORMANCE COMPANY,MN,711110.0,A65
320310,108432.0,56201.4,108432.0,202621291,8,2019-990,103747,124892,240960,201806,227033,240960,THE GIRLCHOIR OF SOUTH FLORIDA INC,FL,711130.0,A6B
320392,189531.0,85288.95,595486.35,680263473,54,2019-990,922210,189531,1323303,201808,1272548,1268430,NEW CENTURY CHAMBER ORCHESTRA,CA,711130.0,A69
320395,328784.0,147952.80000000002,357255.45,202530124,71,2019-990,451031,328784,793901,201807,817082,790910,ACTORS THEATRE OF INDIANA INC,IN,711110.0,A65
320424,115205.85,77678.55,115205.85,916056091,1,2019-990,45299,172619,256013,201808,233371,256013,WASHINGTON STATE MUSIC TEACHERS ASSOCIATION,WA,711130.0,A68
320425,1923314.85,1303320.6,1923314.85,210732575,149,2019-990,1318893,2896268,4274033,201806,4363266,4193036,PRINCETON BALLET SOCIETY,NJ,711120.0,A63
320436,62218.0,27998.100000000002,83853.90000000001,521703547,5,2019-990,83626,62218,186342,201807,150249,156060,YOUNG VICTORIAN THEATRE COMPANY,MD,711130.0,A6A
320492,980223.0,441100.35000000003,2113952.85,942848318,117,2019-990,3382508,980223,4697673,201806,3122683,4532774,PHILHARMONIA BAROQUE ORCHESTRA & CHORALE,CA,711130.0,A69
320521,280856.0,126385.2,327849.3,203577149,36,2019-990,413242,280856,728554,201808,596612,714885,AUBURN PUBLIC THEATER INC,NY,711110.0,A65
320533,0.0,0.0,289496.25,392021767,0,2019-990,425000,0,643325,201808,61760,499312,MADISON OPERA FOUNDATION INC,WI,711130.0,A6A
320551,300727.0,135327.15,661427.1,840566793,8,2019-990,826068,300727,1469838,201809,1125991,1310023,NATIONAL REPERTORY ORCHESTRA INC COLORADO PHILHARMONIC,CO,711130.0,A69
320564,131361.0,59112.450000000004,137306.25,943053060,5,2019-990,162594,131361,305125,201806,376438,297674,JUNEAU JAZZ AND CLASSICS INC,AK,711130.0,A68
320569,345886.0,155648.7,727587.9,10024645,6,2019-990,464469,345886,1616862,201806,846299,941058,BANGOR SYMPHONY ORCHESTRA,ME,711130.0,A69
320588,660480.75,387031.5,660480.75,946092215,8,2019-990,344202,860070,1467735,201808,1171258,1423656,MOUNTAIN PLAY ASSOCIATION,CA,711110.0,A65
320601,125821.8,79167.15000000001,125821.8,510657626,2,2019-990,103232,175927,279604,201808,270642,279604,NEW ALBANY SYMPHONY ORCHESTRA INC,OH,711130.0,A69
320608,407368.35000000003,191088.45,407368.35000000003,264576271,18,2019-990,470333,424641,905263,201806,885397,902800,FORWARD THEATER COMPANY,WI,711110.0,A65
320619,79780.0,35901.0,81458.55,371103415,19,2019-990,96665,79780,181019,201808,227532,176010,CHILDS PLAY TOURING THEATRE,IL,711110.0,A65
320636,30548.0,13746.6,96277.05,204451286,1,2019-990,183278,30548,213949,201806,131548,213949,DOLCE SUONO CHAMBER MUSIC CONCERT SERIES INC,PA,711130.0,A6C
320680,10000000.0,10000000.0,10000000.0,760276606,583,2019-990,3767542,28761509,36953971,201802,32159632,34303306,WOODLANDS CENTER FOR THE PERFORMING ARTS,TX,711100.0,A61
320720,10000000.0,4724235.0,10000000.0,310537080,526,2019-990,18811126,10498300,80906171,201808,31518334,33994008,CINCINNATI SYMPHONY ORCHESTRA,OH,711130.0,A69
320737,546606.0,245972.7,973417.9500000001,391789514,10,2019-990,1305294,546606,2163151,201808,2045299,1916916,MADISON OPERA INC,WI,711130.0,A6A
320872,48660.0,21897.0,103387.95,330589443,1,2019-990,180278,48660,229751,201806,224549,229751,FERN STREET COMMUNITY ARTS INC,CA,711100.0,A60
320887,285965.0,128684.25,450224.55,800858285,4,2019-990,714534,285965,1000499,201807,974498,1000499,EMERALD COAST THEATRE COMPANY,FL,711110.0,A65
320962,451127.7,233010.45,451127.7,751360233,3,2019-990,303046,517801,1002506,201809,968345,1002506,AMERICAN INSTITUTE OF MUSICAL STUDIES,MO,711130.0,A68
320982,75136.0,33811.200000000004,156163.05000000002,760519238,34,2019-990,271893,75136,347029,201805,326702,347029,HOPE STONE INC,TX,711120.0,A62
320994,348687.45,175954.05000000002,348687.45,133390784,0,2019-990,361573,391009,774861,201806,794987,766010,AMERICAN TAP DANCE FOUNDATION INC,NY,711120.0,A62
321059,114471.0,51511.950000000004,310829.4,920075160,3,2019-990,508888,114471,690732,201808,458368,655309,SITKA SUMMER MUSIC FESTIVAL INC,AK,711130.0,A68
321079,239494.0,107772.3,469391.85000000003,113105457,174,2019-990,794172,239494,1043093,201807,953587,1043093,RATTLESTICK PRODUCTIONS INC,NY,711110.0,A65
321094,477205.65,301180.95,477205.65,133969173,139,2019-990,391027,669291,1060457,201807,1101691,1060457,CHERRY LANE ALTERNATIVE INC,NY,711110.0,A65
321113,100816.2,84114.90000000001,100816.2,460502101,9,2019-990,2200,186922,224036,201807,198682,197915,LIGHT OF LIFE PERFORMING ARTS,PA,711100.0,A60
321176,983883.15,674184.15,983883.15,222777840,152,2019-990,687660,1498187,2186407,201806,2093701,2186407,SCRANTON CULTURAL CENTER AT THE MASONIC TEMPLE,PA,711100.0,A61
321220,139556.0,62800.200000000004,217267.65,366000154,1,2019-990,82983,139556,482817,201808,291893,292081,APOLLO CHORUS OF CHICAGO,IL,711130.0,A6B
321225,0.0,0.0,10413.9,200201189,1,2019-990,23125,0,23142,201808,39753,23142,PRO MUSICA HEBRAICA,DC,711130.0,A68
321249,91700.0,41265.0,118064.7,620910261,4,2019-990,169936,91700,262366,201806,281003,262366,JOHNSON CITY SYMPHONY ORCHESTRA INC,TN,711130.0,A69
321260,307444.05,269025.75,307444.05,840776736,35,2019-990,55603,597835,683209,201805,604940,666447,CANYON CONCERT BALLET,CO,711120.0,A62
321304,277350.3,164850.75,277350.3,263416084,4,2019-990,229534,366335,616334,201806,497517,616334,NIMBUS DANCE WORKS INC,NJ,711120.0,A62
321307,183951.0,82777.95,198571.5,421188839,17,2019-990,221432,183951,441270,201808,433249,422770,RIVERSIDE THEATRE,IA,711110.0,A65
321425,119883.0,53947.35,131450.4,850436819,3,2019-990,140385,119883,292112,201806,356353,253338,SANTA FE YOUTH SYMPHONY ASSOCIATION INC,NM,711130.0,A69
321441,140356.0,63160.200000000004,160116.30000000002,471443291,5,2019-990,215116,140356,355814,201807,262718,355814,SAN FRANCISCO YOUTH THEATRE,CA,711110.0,A65
321450,671210.0,302044.5,1511293.5,237319903,57,2019-990,2565659,671210,3358430,201808,3173070,3281354,DES MOINES METRO OPERA INC,IA,711130.0,A6A
321469,247115.25,121514.40000000001,247115.25,931160018,17,2019-990,195100,270032,549145,201808,563691,543023,OREGON CONTEMPORARY THEATRE,OR,711110.0,A65
321482,590031.4500000001,356246.10000000003,590031.4500000001,431184597,105,2019-990,410524,791658,1311181,201808,1340452,1302216,COTERIE INC,MO,711110.0,A65
321511,237080.0,106686.0,247619.25,300268598,45,2019-990,283174,237080,550265,201808,511563,544439,INFINITY VISUAL AND PERFORMING ARTS INC,NY,711100.0,A60
321547,0.0,0.0,18830.7,464241093,0,2019-990,39995,0,41846,201806,79409,41846,ARCO COLLABORATIVE INC,NY,711130.0,A68
321561,210000.0,94500.0,291785.4,363490571,11,2019-990,410858,210000,648412,201806,757570,597959,NATIONAL LUTHERAN CHOIR CORPORATION,MN,711130.0,A6B
321574,133115.85,69770.7,133115.85,911191224,25,2019-990,97679,155046,295813,201808,231556,289828,OLYMPIC THEATRE ARTS,WA,711110.0,A65
321641,583088.4,333033.3,583088.4,411934424,13,2019-990,531690,740074,1295752,201807,1171667,1271178,CANTUS,MN,711130.0,A6B
321649,471307.05,216009.45,471307.05,522056995,11,2019-990,475204,480021,1047349,201806,776457,1033364,CHESAPEAKE ARTS CENTER INC,MD,711100.0,A60
321653,269233.65,269233.65,269233.65,232530699,0,2019-990,0,598297,598297,201806,54059,598297,CITIZENS ACTING FOR COMMUNITY CONCERNS INC,PA,711110.0,A65
321667,324243.9,307283.85000000003,324243.9,562342038,21,2019-990,9022,682853,720542,201808,711537,720542,TIMOTHY M DRAPER CENTER FOR DANCE EDUCATION INC,NY,711120.0,A62
321671,79289.0,35680.05,94991.40000000001,464958792,0,2019-990,111132,79289,211092,201806,200290,199460,MID WEST MUSIC FESTIVAL,MN,711130.0,A68
321687,146920.5,88276.05,146920.5,223951143,3,2019-990,121530,196169,326490,201806,313940,326490,UNION SYMPHONY SOCIETY INC,NC,711130.0,A69
321691,126124.0,56755.8,131202.45,743024737,0,2019-990,157165,126124,291561,201805,280247,291561,SYMPHONY OF THE HILLS ASSOCIATION,TX,711130.0,A69
321698,80511.3,64751.4,80511.3,237372795,0,2019-990,16625,143892,178914,201808,167461,178914,ONSTAGE ATLANTA INC,GA,711110.0,A65
321714,622878.0,280295.10000000003,1006328.7000000001,466017026,153,2019-990,1401489,622878,2236286,201806,2204008,2144425,SOUTH DAKOTA SYMPHONY ORCHESTRA,SD,711130.0,A69
321740,600529.05,385155.9,600529.05,161384566,102,2019-990,395864,855902,1334509,201808,1297379,1291499,MUSICALFARE THEATRE COMPANY INC,NY,711110.0,A65
321795,291460.95,141029.1,291460.95,943047133,40,2019-990,241312,313398,647691,201809,629136,627732,MENDOCINO MUSIC FESTIVAL,CA,711130.0,A68
321825,367144.0,165214.80000000002,1250857.35,133700857,21,2019-990,2334485,367144,2779683,201806,1350133,2723285,PASCAL RIOULT DANCE THEATRE INC,NY,711120.0,A62
321958,362792.0,163256.4,536085.0,596015959,11,2019-990,797995,362792,1191300,201806,1100179,1191300,BACH FESTIVAL SOCIETY OF WINTER PARK,FL,711130.0,A68
321960,69313.0,31190.850000000002,72306.45,541471491,0,2019-990,85932,69313,160681,201808,167290,160681,WASHINGTON METROPOLITAN PHILHARMONIC ASSOCIATION,VA,711130.0,A69
321971,169110.0,76099.5,445796.10000000003,521473747,83,2019-990,682973,169110,990658,201806,745605,933561,WASHINGTON CONCERT OPERA,DC,711130.0,A6A
322022,99513.0,91656.45,99513.0,650881251,0,2019-990,1150,203681,221140,201808,171887,207156,PEMBROKE PINES THEATER OF THE PERFORMING ARTS INC,FL,711100.0,A60
322058,5529.0,2488.05,18730.350000000002,820342398,0,2019-990,36083,5529,41623,201808,35510,41623,IDAHO FALLS OPERA THEATER INC,ID,711130.0,A6A
322131,390631.05,278703.45,390631.05,481014727,24,2019-990,168214,619341,868069,201807,954160,861097,THEATRE LAWRENCE INC,KS,711110.0,A65
322170,749607.0,337323.15,782583.3,621015262,5,2019-990,967995,749607,1739074,201806,1681271,1739074,KNOXVILLE OPERA COMPANY,TN,711130.0,A6A
322195,198571.0,89356.95,428914.35000000003,956001765,156,2019-990,679500,198571,953143,201806,907197,924814,BAKERSFIELD SYMPHONY ORCHESTRA INC,CA,711130.0,A69
322214,748080.0,549640.35,748080.0,363557501,54,2019-990,339697,1221423,1662400,201808,1542860,1544701,BALLET CHICAGO COMPANY,IL,711120.0,A63
322218,0.0,0.0,113437.8,271799112,0,2019-990,252084,0,252084,201612,267587,252084,INLAND CONSERVATORY FOR THE PERFORMING ARTS INC,CA,711100.0,A60
322224,264135.60000000003,136883.7,264135.60000000003,202307216,6,2019-990,282744,304186,586968,201808,576571,586968,FIFTH HOUSE ENSEMBLE,IL,711130.0,A6C
322254,1920886.0,864398.7000000001,2996214.75,730667485,88,2019-990,3817040,1920886,6658255,201805,7257553,5935495,TULSA BALLET THEATER INC,OK,711120.0,A63
322277,136595.0,61467.75,149137.2,611040701,6,2019-990,168594,136595,331416,201806,277632,320415,OWENSBORO DANCE THEATER INC,KY,711120.0,A62
322286,204394.0,91977.3,214729.2,570854961,5,2019-990,272782,204394,477176,201805,483417,477176,LONG BAY SYMPHONIC SOCIETY LTD,SC,711130.0,A69
322314,290638.0,130787.1,408379.5,391323345,50,2019-990,553901,290638,907510,201806,877934,892856,MILWAUKEE CHAMBER THEATRE LTD,WI,711110.0,A65
322325,0.0,0.0,190427.4,561297229,1,2019-990,209857,0,423172,201806,111314,261898,HICKORY CHORAL SOCIETY INC,NC,711130.0,A6B
322356,817199.1,384748.65,817199.1,640435088,85,2019-990,873707,854997,1815998,201807,1532294,1815998,NEW STAGE INC,MS,711110.0,A65
322364,156514.0,70431.3,158658.30000000002,270813566,0,2019-990,196060,156514,352574,201806,206555,352574,MARYLAND OPERA INC,MD,711130.0,A6A
322415,100222.2,79230.15000000001,100222.2,364020901,12,2019-990,13102,176067,222716,201807,191706,222716,CHICAGO BALLET ARTS,IL,711120.0,A63
322459,20337.0,9151.65,142159.5,237408479,39,2019-990,234933,20337,315910,201806,383261,315910,SAN FRANCISCO CONTEMPORARY MUSIC PLAYERS,CA,711130.0,A68
322482,319315.0,143691.75,486513.0,133782018,11,2019-990,748346,319315,1081140,201806,1045261,1075257,MUSIC MAKER RELIEF FOUNDATION INC,NC,711130.0,A68
322484,124137.0,55861.65,143936.55000000002,931013951,1,2019-990,185834,124137,319859,201807,303669,310964,NEWPORT SYMPHONY ORCHESTRA,OR,711130.0,A6C
322551,203286.0,91478.7,236121.75,942535518,14,2019-990,306495,203286,524715,201806,435365,522178,OAKLAND YOUTH CHORUS,CA,711130.0,A6B
322630,197202.0,88740.90000000001,383614.2,264546315,31,2019-990,629925,197202,852476,201806,917946,843734,BUSHWICK STARR,NY,711100.0,A61
322672,353407.0,159033.15,371928.15,391553360,48,2019-990,433556,353407,826507,201806,824499,815490,NEXT ACT THEATRE INC,WI,711110.0,A65
322681,508770.0,228946.5,808156.8,237429727,158,2019-990,382356,508770,1795904,201806,1061130,1191773,DUBUQUE SYMPHONY ORCHESTRA,IA,711130.0,A69
322694,86720.0,39024.0,123439.5,133236256,24,2019-990,179090,86720,274310,201806,254478,274310,PERIDANCE ENSEMBLE LTD,NY,711120.0,A63
322700,330709.95,217818.45,330709.95,310958473,9,2019-990,231419,484041,734911,201806,655992,732702,FORT WAYNE DANCE COLLECTIVE INC,IN,711120.0,A62
322704,0.0,0.0,401982.75,561023290,69,2019-990,283618,0,893295,201806,603063,628505,WESTERN PIEDMONT SYMPHONY-THE UNIFOUR ORCHESTRA INC,NC,711130.0,A69
322828,182774.7,118692.45,182774.7,470750795,33,2019-990,88566,263761,406166,201712,397038,379849,POST PLAYHOUSE INC,NE,711110.0,A65
322837,202838.4,123877.8,202838.4,352182901,10,2019-990,158461,275284,450752,201806,572063,450752,STEEL RIVER PLAYHOUSE INC,PA,711100.0,A60
322860,1255720.95,777137.4,1255720.95,570694183,66,2019-990,1004130,1726972,2790491,201804,2241692,2747596,CHARLESTON STAGE COMPANY,SC,711110.0,A65
322904,52779.0,23750.55,84484.8,222823121,1,2019-990,13329,52779,187744,201806,63185,106726,THE GORDON INSTITUTE FOR MUSIC LEARNING,MI,711130.0,A68
322942,373125.0,167906.25,583685.55,581950583,6,2019-990,843663,373125,1297079,201806,359964,1262822,IMPERIAL COMMUNITY THEATRE INC,GA,711100.0,A61
322970,0.0,0.0,106191.45,251409978,0,2019-990,178881,0,235981,201808,37210,199041,JOHNSTOWN CONCERT BALLET,PA,711120.0,A63
322988,36000.0,16200.0,201401.55000000002,411744700,5,2019-990,335792,36000,447559,201806,400716,419311,SAINT JOHNS BOYS CHOIR,MN,711130.0,A6C
322996,182448.45,166536.45,182448.45,43707634,26,2019-990,4808,370081,405441,201808,378635,401409,PEACOCK PLAYERS INC,NH,711110.0,A65
323016,30950.0,13927.5,66987.90000000001,271202542,0,2019-990,52655,30950,148862,201805,89074,96925,MUSIC GUILD OF NEW MEXICO INC,NM,711130.0,A69
323017,26313.75,20496.15,26313.75,911995285,0,2019-990,12928,45547,58475,201808,95460,58475,LONGVIEW STAGEWORKS,WA,711110.0,A65
323128,5474588.4,4251094.2,5474588.4,50521735,255,2019-990,2349414,9446876,12165752,201806,10525161,12165752,WORCESTER CENTER FOR PERFORMING ARTS INC,MA,711100.0,A61
323168,242248.95,151335.9,242248.95,391647415,13,2019-990,178249,336302,538331,201808,538043,538331,EAU CLAIRE CHILDRENS THEATRE INC,WI,711110.0,A65
323178,838307.0,377238.15,2214727.65,990197758,179,2019-990,1411649,838307,4921617,201805,4899570,3100152,HAWAII OPERA THEATRE,HI,711130.0,A6A
323207,64561.5,30957.75,64561.5,272568555,14,2019-990,74675,68795,143470,201808,118043,143470,NEW BRITAIN YOUTH THEATER INC,CT,711110.0,A65
323229,10634.85,6809.85,10634.85,510236152,0,2019-990,8500,15133,23633,201811,22047,23633,NOTARA DANCE THEATRE INC,NJ,711120.0,A62
323233,1001825.0,450821.25,1051756.6500000001,461080817,0,2019-990,1335412,1001825,2337237,201808,2543642,2337237,MUSICAL ASSOCIATES OF CENTRAL NEW YORK INC,NY,711130.0,A68
323326,52382.0,23571.9,115116.3,431095885,12,2019-990,198363,52382,255814,201806,248789,254567,MID AMERICA DANCE COMPANY,MO,711120.0,A62
323336,698230.0,314203.5,1817810.1,237113276,53,2019-990,2170266,698230,4039578,201805,2674937,2752408,SUN VALLEY CENTER FOR THE ARTS INC,ID,711100.0,A61
323389,0.0,0.0,0.0,133844128,0,2019-990,0,0,0,201810,0,0,NORTH EASTERN BAND OF CHEROKEE,NY,711130.0,A6C
323396,74286.0,74285.1,74286.0,850333276,0,2019-990,0,165078,165080,201809,191086,165080,AMERICAN COLLEGIATE TALENT SHOWCASE INC,NM,711100.0,A60
323408,0.0,0.0,689725.8,274098793,13,2019-990,1530246,0,1532724,201806,1556065,1532724,KIDS ORCHESTRA INC,LA,711130.0,A69
323484,97033.05,54475.65,97033.05,351423844,4,2019-990,26305,121057,215629,201805,150648,212632,EVANSVILLE CIVIC THEATRE INC,IN,711110.0,A65
323524,81247.05,72652.5,81247.05,382445946,2,2019-990,19054,161450,180549,201808,200409,180549,CHILDRENS BALLET THEATRE OF MICHIGAN INC,MI,711120.0,A63
323560,80138.7,75448.35,80138.7,464303869,14,2019-990,9751,167663,178086,201804,193088,178086,HELP ENTERTAIN AND RESTORE ORGANIZATIONS INC,IA,711110.0,A65
323579,132900.75,77282.55,132900.75,453415948,12,2019-990,84511,171739,295335,201712,211525,291588,CURTAIN UP PRODUCTIONS INC,NJ,711110.0,A65
323585,0.0,0.0,54333.450000000004,953274842,0,2019-990,93248,0,120741,201805,45743,120741,FALLBROOK MUSIC SOCIETY INC,CA,711130.0,A68
323654,385577.0,173509.65,537239.7000000001,380996360,30,2019-990,579698,385577,1193866,201806,1339442,1157367,ST CECILIA MUSIC SOCIETY,MI,711130.0,A68
323672,136295.55000000002,97510.5,136295.55000000002,470729473,1,2019-990,29758,216690,302879,201805,280581,282570,LINCOLN MIDWEST BALLET COMPANY,NE,711120.0,A63
323740,146954.7,70390.8,146954.7,383395468,23,2019-990,21170,156424,326566,201805,218150,284436,DOWNRIVER YOUTH PERFORMING ARTS CENTER,MI,711110.0,A65
323844,241297.0,108583.65000000001,427408.2,201454440,1,2019-990,708539,241297,949796,201809,492557,949796,BOCA RATON PHILARMONIC SYMPHONIA,FL,711130.0,A69
323848,491504.85000000003,305190.9,491504.85000000003,611374109,5,2019-990,414030,678202,1092233,201806,1044811,1092233,BOWLING GREEN CHAMBER ORCHESTRA INC,KY,711130.0,A69
324008,2932096.0500000003,2319754.5,2932096.0500000003,141708151,141,2019-990,1218980,5155010,6515769,201806,5561359,6480438,PALACE PERFORMING ARTS CENTER INC,NY,711100.0,A61
324061,113328.0,58306.5,113328.0,431083737,1,2019-990,119180,129570,251840,201806,246127,250140,PERFORMING ARTS ASSN OF ST JOSEPH INC,MO,711100.0,A60
324140,187085.0,84188.25,201362.4,810381173,17,2019-990,155317,187085,447472,201808,429092,416040,WHITEFISH THEATRE CO,MT,711110.0,A65
324211,128476.35,84946.5,128476.35,223209685,1,2019-990,96732,188770,285503,201808,313698,285503,BRICK CHILDRENS COMMUNITY THEATRE,NJ,711110.0,A65
324251,70696.8,63949.05,70696.8,363487153,15,2019-990,11201,142109,157104,201808,143611,157104,PALETTE MASQUE AND LYRE,IL,711110.0,A65
324296,317545.65,192645.9,317545.65,576000280,9,2019-990,262363,428102,705657,201808,655095,705657,COLUMBIA STAGE SOCIETY,SC,711110.0,A65
